index,target
1_1,0.6231051895476882
1_2,0.41000135034120566
1_3,0.5565854573321928
1_4,0.5195088794337428
1_5,0.5791101735237125
2_1,3.9572092496009406
2_2,3.733071796937738
2_3,3.9123020266300945
2_4,4.023083096600724
2_5,3.91445307306655
3_1,1.6629332789402926
3_2,1.599420762617326
3_3,1.5961687942086744
3_4,1.5197660813864193
3_5,1.5999055405026046
4_1,1.7202394190631958
4_2,1.719810561054534
4_3,1.8035736516518794
4_4,1.7540011347223041
4_5,1.6958576751697851
5_1,0.0
5_2,0.0
5_3,0.0
5_4,0.0
5_5,0.0
6_1,1.3926823282478402
6_2,1.5156920500767739
6_3,1.349043298901759
6_4,1.8201725996150728
6_5,1.387727156560702
7_1,1.2289141551866334
7_2,1.0212451081712601
7_3,1.0197567669926022
7_4,1.050731013250674
7_5,1.068285243655252
8_1,2.6625031066420224
8_2,2.3281602876439815
8_3,2.220623035911454
8_4,2.4162953524072592
8_5,2.3552679390431357
9_1,2.4935784496753994
9_2,2.334387110952057
9_3,2.6510076397119473
9_4,2.4918266669339695
9_5,2.579031930020961
10_1,4.111453275543384
10_2,4.277718954756928
10_3,3.9853423304077045
10_4,3.790905906533332
10_5,4.198820425466343
11_1,1.9224603964254041
11_2,1.9283666898986151
11_3,2.022065023179718
11_4,1.950584917538893
11_5,1.8540027927173477
12_1,5.6302216230204065
12_2,5.9835435835435185
12_3,6.089262942699481
12_4,6.150549765624681
12_5,5.931838878050441
13_1,2.2574986805791064
13_2,2.2942579198249966
13_3,2.2366687211081997
13_4,2.3298824739891577
13_5,2.3678117042724347
14_1,0.3675400436986775
14_2,0.40671936274710335
14_3,0.3789782640331201
14_4,0.42675514032409306
14_5,0.39454115120169114
15_1,1.5584457878307092
15_2,1.6492745968346991
15_3,1.6263263930599612
15_4,1.6478079926905969
15_5,1.633654599237048
16_1,0.9206467915722516
16_2,0.9443489597639994
16_3,0.8987845462072854
16_4,0.7731077391955189
16_5,0.9749734603385085
17_1,0.5274032844435698
17_2,0.600843947754853
17_3,0.564368677517185
17_4,0.5579273629684105
17_5,0.649217031256754
18_1,1.1133386371205023
18_2,1.0823730138958556
18_3,1.108143114272775
18_4,1.0589590897712007
18_5,1.0983780976392445
19_1,0.7244691019745585
19_2,0.7631206519571154
19_3,0.6626446564722452
19_4,0.7281497800875683
19_5,0.8020763611032513
20_1,0.7439443618064357
20_2,0.7335613124933393
20_3,0.7619058048026638
20_4,0.843035507447443
20_5,0.6969267409962061
21_1,0.9174681824987363
21_2,0.9553447293894807
21_3,0.8816380054776121
21_4,0.6111733487892307
21_5,0.7424308507829259
22_1,0.962173873808591
22_2,0.9921623767860321
22_3,0.9875268921366688
22_4,0.9177322159294111
22_5,1.003270877156556
23_1,0.5135467877273017
23_2,0.5644500980911918
23_3,0.4944865284882075
23_4,0.5495029666341049
23_5,0.5480602743776326
24_1,1.6315979507672238
24_2,1.61466659916099
24_3,1.5955854002870644
24_4,1.606252514493913
24_5,1.5923466218462954
