index,target
1_1,0.0
1_2,0.0
1_3,0.0
1_4,0.0
1_5,0.0
2_1,0.0
2_2,0.0
2_3,0.0
2_4,0.0
2_5,0.0
3_1,0.0
3_2,0.0
3_3,0.0
3_4,0.0
3_5,0.0
4_1,0.0
4_2,0.0
4_3,0.0
4_4,0.39662446598392864
4_5,0.0
5_1,0.0
5_2,0.0
5_3,0.0
5_4,0.0
5_5,0.0
6_1,0.0
6_2,2.3886198474462907e-10
6_3,1.1329763620041775
6_4,0.5369279159849519
6_5,1.8674662298182894e-09
7_1,0.0
7_2,0.0
7_3,0.0
7_4,0.044134603010571455
7_5,0.0
8_1,0.0
8_2,0.0
8_3,0.0
8_4,0.0
8_5,0.0
9_1,0.0
9_2,0.0
9_3,0.0
9_4,0.0
9_5,0.0
10_1,1.037973925459457
10_2,0.7053542443724726
10_3,0.03314472954419813
10_4,0.6543596791767122
10_5,0.6043982821272822
11_1,0.020470394006812796
11_2,0.0018827824428795463
11_3,0.0008584310840505821
11_4,0.06498224396939532
11_5,0.002958956559648939
12_1,0.3543922844315878
12_2,0.0008687380911927148
12_3,0.17900341557043484
12_4,0.006301938901282955
12_5,0.000310553093196002
13_1,0.0012770052899939485
13_2,3.42197106752321e-05
13_3,0.006314547563370488
13_4,0.0005640430851323156
13_5,0.00032340284502807695
14_1,3.202921690571269e-08
14_2,2.297417745725212e-08
14_3,4.812197340547813e-07
14_4,3.486731848458802e-07
14_5,3.6107228213775224e-07
15_1,0.8166429318008834
15_2,0.6092807199772463
15_3,0.555109800580618
15_4,0.6037272034671937
15_5,0.5920620029670696
16_1,0.2270228063061376
16_2,0.341017434975454
16_3,0.2951748017660114
16_4,0.16348221558283493
16_5,0.15769382561213222
17_1,0.0019766451152586125
17_2,0.0007202643165222383
17_3,3.3997499641561496e-05
17_4,0.0005393429965248024
17_5,0.0006645375110914381
18_1,0.015074123589772594
18_2,0.003355538249747452
18_3,0.0010467577171627018
18_4,0.0706011922032618
18_5,0.01384039649324047
19_1,0.181767439717887
19_2,0.27148746416529024
19_3,0.22727896719566903
19_4,0.30682651593613686
19_5,0.22507325893504557
20_1,0.0
20_2,0.0
20_3,0.09232639764353669
20_4,0.09232639764353669
20_5,0.0
21_1,0.4714298651977808
21_2,0.2507870281928089
21_3,0.31977889333728043
21_4,0.3809584349115686
21_5,0.2579009799215713
22_1,1.780607341979877e-08
22_2,0.22836362979990393
22_3,0.27111508669035006
22_4,0.22836362979990393
22_5,0.3661291973741322
23_1,0.3168874945651137
23_2,0.33159687270586874
23_3,0.35235025746505716
23_4,0.3673832459751865
23_5,0.35711594104690686
24_1,1.0951741687877992
24_2,1.0662716370824024
24_3,1.1106818945591204
24_4,1.1585031180421284
24_5,1.0922613540147006
