index,target
1_1,0.9650802323371255
1_2,0.9774169499581751
1_3,1.0157857885460413
1_4,0.9312798721975583
1_5,1.0291169355444605
2_1,5.065241527811911
2_2,5.078532113343752
2_3,5.127227724960257
2_4,5.069437470299924
2_5,5.149599537449413
3_1,2.322654145296705
3_2,2.317068235373047
3_3,2.3219260512779702
3_4,2.353062740713992
3_5,2.3191690694459006
4_1,2.48414591908576
4_2,2.4980191258265636
4_3,2.4814913037951634
4_4,2.4788685701059383
4_5,2.4663018132427044
5_1,0.0
5_2,0.0
5_3,0.0
5_4,0.0
5_5,0.0
6_1,2.625257908246457
6_2,2.6310717319686985
6_3,2.6348082903881465
6_4,2.5646129901010184
6_5,2.5710611107185044
7_1,2.2836698283500594
7_2,2.3662032236999457
7_3,2.336544211404884
7_4,2.2680084311362645
7_5,2.3506731120682174
8_1,3.4123099968413793
8_2,3.4844185161264334
8_3,3.3632845285510817
8_4,3.467794032096501
8_5,3.4857292486495046
9_1,3.9523629371697586
9_2,3.95081939103556
9_3,3.7990742927253534
9_4,3.9733106089930192
9_5,3.8980083229949005
10_1,5.641369555744308
10_2,5.615065489422296
10_3,5.615713985284927
10_4,5.6403730479104635
10_5,5.585142265138968
11_1,2.3745793904358234
11_2,2.42316948904744
11_3,2.3915716489072714
11_4,2.3934110449604495
11_5,2.4447686227176293
12_1,7.467140225018111
12_2,7.357980965044669
12_3,7.323289599620313
12_4,7.366967058112911
12_5,7.3396290082541285
13_1,2.94113112244896
13_2,2.9025764154943
13_3,2.9125164452084475
13_4,2.953728017572813
13_5,2.9349661240256957
14_1,1.123784483508178
14_2,1.1640691240938126
14_3,1.1442514734485794
14_4,1.1176354230826526
14_5,1.0810926221521624
15_1,2.6200342792403046
15_2,2.650977634553678
15_3,2.6315112364764777
15_4,2.6122586426490217
15_5,2.6423117560334717
16_1,1.3791342292208475
16_2,1.3795013060644927
16_3,1.3844137649308028
16_4,1.3758177539485206
16_5,1.3970835646074378
17_1,0.9225480043020889
17_2,0.92900975967816
17_3,0.9414744460991513
17_4,0.9155589631157525
17_5,0.8728921381446831
18_1,1.4343711488757809
18_2,1.4498658513436138
18_3,1.3797563165312772
18_4,1.4607337821833795
18_5,1.427190838474977
19_1,1.04851149511785
19_2,1.0535075168795704
19_3,1.0670525580518744
19_4,1.0597395517768737
19_5,1.055753522494161
20_1,2.7073461478307026
20_2,2.5361869575681415
20_3,2.4546325862770537
20_4,2.23006828386795
20_5,2.55497846432903
21_1,1.4767533515524072
21_2,1.4216969435016513
21_3,1.3850637269631345
21_4,1.3443853508501244
21_5,1.3988359508712946
22_1,1.3458477224596
22_2,1.344494826891324
22_3,1.2980183264637197
22_4,1.3928513282093133
22_5,1.4250864854286558
23_1,0.6212088119926611
23_2,0.6283112800130304
23_3,0.6460813328652769
23_4,0.6418272920945223
23_5,0.5954955028636915
24_1,2.688010696004576
24_2,2.6716397719707476
24_3,2.669740599812473
24_4,2.6889795375408623
24_5,2.683544564237595
