index,target
1_1,0.0
1_2,0.0
1_3,0.0
1_4,0.0
1_5,0.0
2_1,0.0
2_2,0.0
2_3,0.0
2_4,0.0
2_5,0.0
3_1,0.00021988036988260086
3_2,0.00015212788151596035
3_3,0.0008342063353456394
3_4,0.004941605051438077
3_5,0.00013422901621891898
4_1,0.3036065574534257
4_2,0.30251683941935054
4_3,0.2869270417948711
4_4,0.21739775695013017
4_5,0.3020322079346001
5_1,0.0
5_2,0.0
5_3,0.0
5_4,0.0
5_5,0.0
6_1,0.006606895635592167
6_2,0.000826525163763811
6_3,0.011940504068292036
6_4,0.0032287656626997243
6_5,0.021699557589800786
7_1,0.020620256523534566
7_2,0.0010728536423851753
7_3,0.007820242222876259
7_4,0.010433164226644384
7_5,0.010949607429742941
8_1,0.3257037184043624
8_2,0.14760325812537523
8_3,0.3840488525913331
8_4,0.11035298711695156
8_5,0.2419104589765555
9_1,0.6375390782224305
9_2,0.3599836722501546
9_3,0.46077082995697827
9_4,0.34313554300166993
9_5,0.4025006189148561
10_1,1.617641771888443
10_2,1.5663854647300954
10_3,1.7275622585184027
10_4,1.417032363671925
10_5,1.5376029445395023
11_1,0.45418954194237643
11_2,1.1899746521758527
11_3,0.6683605168122965
11_4,0.985020060367591
11_5,0.5762043142719169
12_1,1.2606392683855059
12_2,1.1284475931218811
12_3,1.1747076254450004
12_4,1.0561250240652142
12_5,1.7751708354852
13_1,0.22007598960074753
13_2,0.1413356557020504
13_3,0.19868824386833064
13_4,0.31478318070497824
13_5,0.2347438486925988
14_1,5.7882776288889825e-05
14_2,6.0342133461792635e-05
14_3,6.0425354427549306e-05
14_4,5.921472989054102e-05
14_5,0.00011861667948891653
15_1,0.7907477836320506
15_2,1.0107292162396844
15_3,0.9629855873856992
15_4,0.8828401337905131
15_5,0.9144498570578866
16_1,0.5142645431342937
16_2,0.5735790567582941
16_3,0.4951239069788621
16_4,0.6681051341593599
16_5,0.6086378950222309
17_1,0.04176378399103975
17_2,0.03477821243287807
17_3,0.032251500793364675
17_4,0.020773929264013568
17_5,0.04873163284191251
18_1,0.28804396764312074
18_2,0.13626339710149588
18_3,0.14440417946890047
18_4,0.12062100977855052
18_5,0.17221554326394334
19_1,0.31038094567947566
19_2,0.3163459304252113
19_3,0.3424315306468047
19_4,0.25724597194850873
19_5,0.32456086614368324
20_1,0.17203514699217362
20_2,0.11778069330218752
20_3,0.11876146104583699
20_4,0.18880961575452967
20_5,0.16083475038946846
21_1,0.31327566392690326
21_2,0.24939944980285406
21_3,0.08038561392801194
21_4,0.2563213571024999
21_5,0.23903189009199427
22_1,0.22882920855346545
22_2,0.39993075288652463
22_3,0.25297659193230604
22_4,0.22963400076353363
22_5,0.21175638967843943
23_1,0.35171395661468885
23_2,0.36871619264766536
23_3,0.3972523546728427
23_4,0.40526617723948477
23_5,0.3819435788740748
24_1,1.199430886884968
24_2,1.1484600110893508
24_3,1.1634725751571042
24_4,1.296467936916343
24_5,1.1764682763519951
