,target
1_1,8e-10
1_2,7.5e-10
1_3,8.5e-10
1_4,6.5e-10
1_5,7e-10
2_1,1.36847602665
2_2,0.109485525
2_3,4.4368000781
2_4,0.5147445472000001
2_5,0.50946052895
3_1,9.949580495949998
3_2,6.96470836295
3_3,15.7845072758
3_4,10.287741025999999
3_5,7.02971136955
4_1,18.897166394350002
4_2,16.19027481815
4_3,10.944529457249999
4_4,7.46218537305
4_5,11.4420165626
5_1,0.0
5_2,0.0
5_3,0.0
5_4,0.0
5_5,0.0
6_1,5.6000000000000005e-09
6_2,1.3149999999999999e-08
6_3,3.9e-09
6_4,1.2799999999999999e-08
6_5,4.7e-09
7_1,0.7299341378
7_2,0.39733551175000004
7_3,0.379931707
7_4,0.51725815025
7_5,0.3529944994
8_1,0.12703051585
8_2,0.2599431752
8_3,0.00934595405
8_4,2.15966247415
8_5,0.0010023918500000001
9_1,0.05860657205
9_2,0.0162656048
9_3,0.034226804050000004
9_4,0.00182400655
9_5,0.02229854295
10_1,0.79204650725
10_2,2.62419325565
10_3,0.5651550132000001
10_4,3.9397703685999996
10_5,0.42429483925
11_1,4.22806927275
11_2,5.9736967463
11_3,2.1127336537
11_4,6.0455630051
11_5,1.8304107910499998
12_1,1.9419710898
12_2,1.8478976010000001
12_3,3.0126737760499998
12_4,0.5262848853000001
12_5,0.9851185469999999
13_1,0.05826566985
13_2,0.0231378905
13_3,0.6474556326
13_4,0.038682839600000005
13_5,0.0766934092
14_1,3.0415e-06
14_2,6.18765e-06
14_3,3.77485e-06
14_4,3.7811e-06
14_5,7.5346e-06
15_1,13.929401588000001
15_2,7.959664900149999
15_3,6.96470836235
15_4,9.4520933887
15_5,11.50327811435
16_1,2.8418556384
16_2,8.77795036755
16_3,1.26517428145
16_4,11.58369390625
16_5,2.5331016183
17_1,0.053187907849999994
17_2,0.00218500205
17_3,0.05626484775
17_4,0.05559813455
17_5,0.0057435872499999995
18_1,0.26551254325
18_2,0.0401595879
18_3,0.6440035369
18_4,0.23782774375
18_5,0.22893217710000002
19_1,1.3359890577
19_2,1.84523208985
19_3,1.74091007935
19_4,1.42639579395
19_5,0.683568717
20_1,1.1844380021
20_2,1.4805091049499999
20_3,1.28310372605
20_4,1.34238052845
20_5,1.7174186756499998
21_1,1.7811973701000001
21_2,1.68301461755
21_3,3.2087918807999998
21_4,1.4338689426
21_5,1.9608271529
22_1,7.999999999999999e-10
22_2,1.32342788535
22_3,5.6666491311
22_4,7.2716291936
22_5,4.61331402655
23_1,2.4029539172999996
23_2,2.72836923885
23_3,2.2970189576999998
23_4,2.43457347865
23_5,2.6774526759999997
24_1,14.084002373699999
24_2,20.5775136188
24_3,11.3440579883
24_4,21.21206017695
24_5,19.311566457799998
