,target
1_1,0.031734478499999996
1_2,0.05203645185
1_3,0.09596349825
1_4,0.06853978120000001
1_5,0.06249101105
2_1,3141.60731826775
2_2,1365.58389740215
2_3,1740.0621712908
2_4,3891.9540653467498
2_5,1721.2883059421501
3_1,14.327818027500001
3_2,15.99959553975
3_3,12.99191314185
3_4,16.3333790334
3_5,11.24964257485
4_1,18.83827114045
4_2,24.95643043375
4_3,22.609362651399998
4_4,19.329461231499998
4_5,22.54479567725
5_1,0.0
5_2,0.0
5_3,0.0
5_4,0.0
5_5,0.8973347986
6_1,4.38873861135
6_2,2.7592633384000003
6_3,3.2386427835
6_4,4.570647756750001
6_5,7.83832429395
7_1,0.7299341378
7_2,0.9755906921
7_3,1.5289886788
7_4,0.39476862145
7_5,0.92686118065
8_1,4.83253204
8_2,6.9568151579999995
8_3,7.0530923032
8_4,5.6836333149
8_5,7.3101802016
9_1,4.683942926349999
9_2,5.27128277355
9_3,4.7966775441
9_4,6.2115090817
9_5,5.31963834195
10_1,2838.95792520735
10_2,1935.15214887265
10_3,1848.69843090445
10_4,1025.701061463
10_5,1848.6579860855
11_1,39.11263790615
11_2,53.679359869150005
11_3,22.0158364401
11_4,57.019496353
11_5,56.7455519628
12_1,17682.8179311633
12_2,19630.596987375302
12_3,24313.456772194353
12_4,13258.2838787232
12_5,9527.356155808298
13_1,30.922171549799998
13_2,32.6238897521
13_3,27.6700276965
13_4,34.54113867785
13_5,31.569294861150002
14_1,0.0798718994
14_2,0.0582368785
14_3,0.07676292215
14_4,0.0485170178
14_5,0.06867450255
15_1,15.11518565735
15_2,12.914363590050002
15_3,17.893876538599997
15_4,13.2485043393
15_5,15.7716310514
16_1,4.80934064225
16_2,4.43473016095
16_3,3.1502838901
16_4,3.5082794261999997
16_5,3.07262710565
17_1,0.3669942083
17_2,0.34777683915
17_3,0.6594496576
17_4,0.41445617115
17_5,0.2988087298
18_1,1.0703219787
18_2,1.4120389777
18_3,1.96580448415
18_4,1.8100222651
18_5,1.8940847192499999
19_1,2.09718673805
19_2,1.65375098245
19_3,2.05509559325
19_4,1.4034344334
19_5,2.04676031305
20_1,2.3322076704
20_2,1.7670419287499999
20_3,1.92219071135
20_4,2.32489969625
20_5,2.0383512978500002
21_1,2.0808137186
21_2,1.9062916658
21_3,2.11567019435
21_4,3.6366778912999997
21_5,2.1017474205499997
22_1,1.7824223922
22_2,1.26347057595
22_3,3.1011085783500003
22_4,5.04300326255
22_5,6.8138708139999995
23_1,3.2290907149
23_2,2.1057617956500003
23_3,2.35457496265
23_4,2.37796526385
23_5,2.5335231607499997
24_1,20.420024939900003
24_2,21.280142856399998
24_3,22.7416364813
24_4,19.3579869207
24_5,22.96617671905
