,target
1_1,0.78433773465
1_2,0.91040189225
1_3,0.9125998333
1_4,0.9042262964500001
1_5,0.70212831435
2_1,77789.49354494916
2_2,67898.28007348745
2_3,53695.8882725069
2_4,73732.14465045395
2_5,101447.90267181315
3_1,143.837407052
3_2,143.2814458717
3_3,144.25265220745
3_4,162.6046903768
3_5,157.3274900132
4_1,226.40897739874998
4_2,223.48028634855
4_3,228.2149330293
4_4,255.63241244905
4_5,250.54065686615002
5_1,36.795642207499995
5_2,39.2976949155
5_3,28.28512707495
5_4,40.19032095385
5_5,35.07076132965
6_1,76.30792901435001
6_2,59.8230309329
6_3,79.0889932044
6_4,57.6487694941
6_5,39.24513893505
7_1,21.323983290450002
7_2,32.998493257999996
7_3,33.5379821684
7_4,28.980554648000002
7_5,36.06392976615
8_1,122.3933398575
8_2,150.2370144799
8_3,121.93491269465
8_4,103.74031406885
8_5,109.00299097835
9_1,79.62458492405
9_2,107.18174676535
9_3,92.67839465879999
9_4,80.6541409758
9_5,115.24427464465
10_1,59910.29696863005
10_2,64011.286577748404
10_3,52472.301786404845
10_4,59810.58998559715
10_5,63428.90464903905
11_1,245.7852384297
11_2,345.39756482999996
11_3,293.5481820212
11_4,307.9302777748
11_5,282.70694118464996
12_1,583809.9426518921
12_2,746483.698566624
12_3,850247.9326805425
12_4,665854.504607037
12_5,570874.584808362
13_1,178.26138041450002
13_2,211.85949559225
13_3,210.8832142447
13_4,173.0756146917
13_5,178.4100372325
14_1,0.50319509435
14_2,0.31444461275
14_3,0.32158319835000004
14_4,0.29614242725
14_5,0.40548016605000003
15_1,134.71662024385
15_2,149.80984311560002
15_3,147.47904686574998
15_4,151.1784700062
15_5,136.03481055115
16_1,32.9764766474
16_2,35.7972359644
16_3,36.554168516800004
16_4,6.94372148555
16_5,8.5995817695
17_1,2.1578535045500002
17_2,1.9282884383
17_3,1.3156542869
17_4,1.98751491275
17_5,1.7652160345999999
18_1,7.552794216700001
18_2,11.3526894665
18_3,11.2682476131
18_4,8.570117579200002
18_5,7.8666369295
19_1,7.489122033299999
19_2,7.41463344795
19_3,6.9496609822
19_4,7.5587375189
19_5,7.25966443875
20_1,2.2684387342
20_2,2.2720103924
20_3,2.3868798777
20_4,2.2951447534
20_5,2.3042005444
21_1,8.842619534799999
21_2,2.07422428685
21_3,4.2687258016000005
21_4,1.1652235908000002
21_5,5.0757232547
22_1,15.13232515865
22_2,11.00768322815
22_3,7.3949183993
22_4,15.14992536655
22_5,7.56664435425
23_1,4.19337284285
23_2,4.4711357527499995
23_3,4.40072510715
23_4,4.9968102359
23_5,4.762793272050001
24_1,180.53542162245
24_2,320.88969187335
24_3,211.17917461554998
24_4,317.60668104139995
24_5,330.37647142125
