,target
1_1,9e-10
1_2,9e-10
1_3,3e-10
1_4,5e-10
1_5,6e-10
2_1,6e-10
2_2,7e-10
2_3,7e-10
2_4,4e-09
2_5,2.2e-09
3_1,2.9848771713
3_2,6.9647083618
3_3,5.9697493047
3_4,6.9647083618
3_5,2.9848771713
4_1,13.9294116858
4_2,2.9848771713
4_3,15.9193096033
4_4,5.9697493047
4_5,14.9243505462
5_1,0.0
5_2,0.0
5_3,0.0
5_4,0.0
5_5,0.0
6_1,8e-10
6_2,6e-10
6_3,2e-10
6_4,6e-10
6_5,9e-10
7_1,0.0
7_2,1.0705922626
7_3,4.7307527962
7_4,0.210646474
7_5,2.1511625264
8_1,2.7e-09
8_2,5e-10
8_3,9e-10
8_4,3.9308394341
8_5,5.16e-08
9_1,6e-10
9_2,3.9308394341
9_3,6e-10
9_4,9e-10
9_5,5e-10
10_1,1e-09
10_2,9.84e-08
10_3,7e-10
10_4,1.092e-07
10_5,4e-10
11_1,2.72036e-05
11_2,0.0003335369
11_3,3.2529e-06
11_4,1.2e-09
11_5,1.0219e-06
12_1,0.1819064565
12_2,6.1e-09
12_3,0.0634601953
12_4,1.1e-09
12_5,1e-09
13_1,6.32235e-05
13_2,7.4947e-05
13_3,1.06779e-05
13_4,0.0003357451
13_5,5.0708e-05
14_1,8.1e-09
14_2,5.16e-08
14_3,1.96e-08
14_4,4.4e-09
14_5,1.5e-09
15_1,14.958077946
15_2,14.9243505462
15_3,4.9747902476
15_4,2.9848771713
15_5,6.9647083618
16_1,0.797303328
16_2,0.3491365138
16_3,1.1186824576
16_4,1.199944966
16_5,1.0177863334
17_1,5.74631e-05
17_2,6.29414e-05
17_3,0.3925497335
17_4,1.43927e-05
17_5,7.95259e-05
18_1,0.0020034449
18_2,0.0484416069
18_3,0.4873157224
18_4,0.0233680905
18_5,0.0042962174
19_1,1.008580091
19_2,2.2585457691
19_3,1.8855233841
19_4,1.1164401502
19_5,0.5301434478
20_1,1.5002461048
20_2,1.9345254435
20_3,1.1363784696
20_4,1.0264927663
20_5,1.5002461048
21_1,1.2452555353
21_2,4.7137221271
21_3,3.6378353676
21_4,5.2628036692
21_5,9e-10
22_1,0.6918569112
22_2,14.584841529
22_3,1.9549988595
22_4,8.7427505321
22_5,7.2716291936
23_1,2.9629287777
23_2,0.1806369848
23_3,2.0694189541
23_4,2.6577912955
23_5,1.75133391275
24_1,23.359034128399998
24_2,16.9006275596
24_3,30.0777580229
24_4,19.2293267036
24_5,22.4246995132
