,target
1_1,0.00021389065
1_2,0.0010660818
1_3,0.0004427673
1_4,0.00033231929999999997
1_5,0.00027059195000000004
2_1,71.19747402245
2_2,41.6374830037
2_3,203.43735660385
2_4,26.7753803833
2_5,456.94342681845
3_1,12.19392805
3_2,9.9557340366
3_3,9.8785208875
3_4,10.03482900505
3_5,9.8108151451
4_1,17.96578253635
4_2,22.8588269086
4_3,21.0236154426
4_4,12.1148352893
4_5,10.5037334087
5_1,0.0
5_2,0.0
5_3,0.0
5_4,0.0
5_5,0.0
6_1,0.0319812878
6_2,0.04338673155
6_3,0.074927531
6_4,0.0645755477
6_5,0.0534595552
7_1,0.46619593445
7_2,0.39725991065
7_3,0.4464509859
7_4,0.00821790725
7_5,0.2897549133
8_1,3.7861671177
8_2,2.75756947735
8_3,3.1277213558000003
8_4,2.9376964561
8_5,1.8553326485500001
9_1,2.6626934071
9_2,1.68468698085
9_3,2.74936505795
9_4,2.1985433765
9_5,2.60383322985
10_1,162.26770216745
10_2,170.0749515928
10_3,36.8675854182
10_4,286.29843416535005
10_5,302.56744064545
11_1,15.152918233
11_2,29.7469141149
11_3,20.455875052099998
11_4,23.80893912565
11_5,15.98032390945
12_1,119.6503272077
12_2,87.6868137033
12_3,125.8501111166
12_4,83.60370785085
12_5,70.2237526732
13_1,3.26447340085
13_2,2.87209622005
13_3,10.44580831995
13_4,2.0529932955
13_5,3.7264044454
14_1,0.0016690008
14_2,0.0013344793
14_3,0.00084191445
14_4,0.0010218939000000002
14_5,0.00184390215
15_1,20.1089395223
15_2,19.74606253075
15_3,12.856058324150002
15_4,5.69262600845
15_5,15.1587681487
16_1,9.835626184
16_2,6.44506096655
16_3,4.62602165635
16_4,8.284195104
16_5,8.2911005021
17_1,0.0293533341
17_2,0.02642513175
17_3,0.1598387483
17_4,0.0422007974
17_5,0.03106065505
18_1,0.2836622275
18_2,0.177089293
18_3,0.7462157256499999
18_4,0.41850163585
18_5,0.1832404669
19_1,1.4118264630000001
19_2,1.30829467625
19_3,1.1318800393
19_4,1.1015957568
19_5,2.0525783223
20_1,1.9156490353
20_2,1.7683765746
20_3,1.9766062625999998
20_4,2.56123676245
20_5,2.12045952165
21_1,1.24634587675
21_2,0.90158122165
21_3,6.91e-08
21_4,1.2459038837
21_5,2.1188037074
22_1,0.0003676919
22_2,1.95557384355
22_3,4.4559920331
22_4,7.2718894138
22_5,2.7402927512
23_1,2.5914180811
23_2,2.6601615985000002
23_3,2.6394409129999996
23_4,2.89803422065
23_5,2.3339449876
24_1,19.9779984788
24_2,18.8031338663
24_3,18.71861384355
24_4,16.23918511695
24_5,17.2006250677
