,target
1_1,0.0314601882
1_2,0.0173489535
1_3,0.0210895667
1_4,0.0152590168
1_5,0.0170353818
2_1,37975.7294065578
2_2,20925.158681248
2_3,29559.4000791062
2_4,33688.3344721997
2_5,21514.5628004721
3_1,325.8705483292
3_2,294.7854352005
3_3,281.8872811469
3_4,126.7455322765
3_5,57.1097463923
4_1,393.3133801731
4_2,196.5437186183
4_3,219.680433887
4_4,351.123807839
4_5,233.953756949
5_1,115.7485983418
5_2,47.8847748151
5_3,116.1982591015
5_4,52.6476071846
5_5,84.8701988078
6_1,74.9723657914
6_2,68.6326131943
6_3,114.6159248339
6_4,115.7703158769
6_5,74.2442051386
7_1,13.5504986376
7_2,14.3776933792
7_3,74.9103739303
7_4,29.8658342486
7_5,44.9320766355
8_1,26.9725668128
8_2,47.9750850841
8_3,89.1692406975
8_4,28.508616846
8_5,25.3716205965
9_1,30.1673344178
9_2,77.3456319707
9_3,34.1896215202
9_4,28.3363259396
9_5,30.2758065447
10_1,29734.777911287
10_2,26564.2741662021
10_3,42346.2724517272
10_4,41093.1014921284
10_5,14815.9918571726
11_1,329.4821857298
11_2,271.811577485
11_3,319.8686530724
11_4,183.8479591519
11_5,290.8252348605
12_1,23329.7804262892
12_2,14006.2168254959
12_3,146108.341442953
12_4,55530.6529520361
12_5,15723.8887547614
13_1,65.2202316054
13_2,36.5030899842
13_3,76.1080802606
13_4,66.7080221763
13_5,35.9686910203
14_1,0.0341033761
14_2,0.0397221627
14_3,0.1035905996
14_4,0.0637424627
14_5,0.0704784653
15_1,312.6924070863
15_2,404.7812967445
15_3,50.1566428459
15_4,254.0132270472
15_5,150.1806549403
16_1,33.7783916237
16_2,32.2991938201
16_3,37.0681785936
16_4,10.7050425661
16_5,41.718844078
17_1,2.4878631843
17_2,4.1224473355
17_3,3.8320242892
17_4,6.9808766178
17_5,1.0401906001
18_1,15.794082534
18_2,12.9651139552
18_3,12.5898234421
18_4,9.880687772
18_5,4.4895276076
19_1,6.5506576551
19_2,6.4335780171
19_3,7.1338377894
19_4,8.0571738232
19_5,7.5741140834
20_1,2.0086528226
20_2,2.2048019769
20_3,2.1271437387
20_4,3.6470784453
20_5,2.3157525182
21_1,25.3735652252
21_2,2.0020977903
21_3,20.5640604766
21_4,17.8294912867
21_5,19.8734980802
22_1,18.3230106746
22_2,30.1004771377
22_3,2.6025105633
22_4,0.7021831037
22_5,8.7640605957
23_1,4.7842454026
23_2,4.6923225968
23_3,5.316286690249999
23_4,4.5771040907
23_5,4.113224599
24_1,256.9636310849
24_2,255.5808951625
24_3,288.7704287357
24_4,316.2163401797
24_5,267.9380040389
