,target
1_1,0.41800224615000003
1_2,0.6600272616
1_3,0.4823356729
1_4,0.53114319815
1_5,0.40316221175
2_1,61396.095474992195
2_2,47473.914415288
2_3,30680.73229164235
2_4,57985.1880359747
2_5,48312.3190585771
3_1,123.5057956521
3_2,246.38072771920002
3_3,128.2079685826
3_4,123.25036630164999
3_5,96.44472873595001
4_1,178.89685225125
4_2,156.8497569503
4_3,189.261083222
4_4,176.19963175175
4_5,199.3463589776
5_1,30.2149205894
5_2,29.372664454949998
5_3,29.103935211299998
5_4,30.544434117199998
5_5,35.675001689149994
6_1,66.95074434615
6_2,66.84428411795
6_3,68.5225803588
6_4,55.1662224975
6_5,44.34799714485
7_1,17.525486146699997
7_2,19.86396543245
7_3,23.4550430316
7_4,17.20375183195
7_5,22.92300786205
8_1,73.52517849845
8_2,74.9096846836
8_3,78.39337427575
8_4,78.92092586300001
8_5,62.0635889526
9_1,46.5608554812
9_2,52.45056894795
9_3,49.507090190599996
9_4,56.7625334942
9_5,49.762972717850005
10_1,38055.68975632255
10_2,45019.82399813295
10_3,38384.325815957796
10_4,30292.63799925915
10_5,47724.20569380535
11_1,204.57088410665
11_2,220.8766904803
11_3,235.33054023329998
11_4,194.14613664914998
11_5,194.4964636457
12_1,308213.70584393246
12_2,558343.2912796349
12_3,510108.04028500745
12_4,399398.09125245747
12_5,395892.874388629
13_1,128.51443869835
13_2,146.23695517085002
13_3,142.90975871035
13_4,131.43725941579999
13_5,124.53887536035
14_1,0.3404331295
14_2,0.2626225112
14_3,0.21467073650000001
14_4,0.2831521951
14_5,0.2651728327
15_1,224.38932100214998
15_2,108.77582404975
15_3,228.7862913937
15_4,124.3825844111
15_5,219.94312596845
16_1,39.6091779962
16_2,34.821585557649996
16_3,37.3397339596
16_4,37.81463337955
16_5,37.2940925273
17_1,0.7507294786
17_2,0.8510853113
17_3,0.6445595328
17_4,0.7205327696
17_5,0.6294534249
18_1,2.9463899588
18_2,2.95101687675
18_3,3.12051552345
18_4,3.0391252582500003
18_5,2.49505451725
19_1,6.76939331955
19_2,6.5771553883500005
19_3,6.59580189405
19_4,6.3969314398999995
19_5,6.44153500795
20_1,3.070392318
20_2,3.13705461325
20_3,2.74933422025
20_4,2.6554930253
20_5,3.1526056554500004
21_1,7.552183507800001
21_2,2.1446393971999997
21_3,7.24860918175
21_4,12.607381369599999
21_5,7.0266795214
22_1,15.08645528125
22_2,8.583079291250002
22_3,7.21420398765
22_4,15.0172256225
22_5,8.381254941849999
23_1,4.7584571267
23_2,4.78851205595
23_3,4.643934715049999
23_4,5.0441890893
23_5,4.69758170135
24_1,264.087597785
24_2,267.43190031895
24_3,263.0900382333
24_4,258.27940331005
24_5,256.1064374356
