,target
1_1,6e-10
1_2,5e-10
1_3,9e-10
1_4,5e-10
1_5,1e-09
2_1,6e-10
2_2,8e-10
2_3,5e-10
2_4,7e-10
2_5,1e-09
3_1,1.9899181142
3_2,2.90571793
3_3,2.9848771713
3_4,2.9848771713
3_5,1.9899181142
4_1,3.9798362284
4_2,6.5058449948
4_3,6.467228833249999
4_4,5.4722723377
4_5,6.9647083618
5_1,0.0
5_2,0.0
5_3,0.0
5_4,0.0
5_5,0.0
6_1,6e-10
6_2,7e-10
6_3,5e-10
6_4,9e-10
6_5,6e-10
7_1,0.0
7_2,0.0
7_3,0.0
7_4,0.0
7_5,0.0
8_1,0.022849256499999998
8_2,7e-10
8_3,6e-10
8_4,9e-10
8_5,4e-10
9_1,1e-09
9_2,4e-10
9_3,8e-10
9_4,9e-10
9_5,8e-10
10_1,7e-10
10_2,8e-10
10_3,5e-10
10_4,4e-10
10_5,6e-10
11_1,9e-10
11_2,7e-10
11_3,1e-10
11_4,7e-10
11_5,4e-10
12_1,0.012111844
12_2,2.10574e-05
12_3,6.87452e-05
12_4,0.0002175999
12_5,4e-10
13_1,9e-10
13_2,9e-10
13_3,9e-10
13_4,6e-10
13_5,9e-10
14_1,9e-10
14_2,1e-09
14_3,9e-10
14_4,1e-09
14_5,9e-10
15_1,2.9848771713
15_2,0.99497624845
15_3,2.2361996775
15_4,0.9949590571
15_5,2.48739764275
16_1,0.03147967095
16_2,6e-10
16_3,1.8e-09
16_4,7e-10
16_5,0.08284271695
17_1,1.8262e-06
17_2,2.8317750000000002e-05
17_3,0.0004549022
17_4,1.0435e-07
17_5,1.8408e-06
18_1,0.0034191862499999997
18_2,0.0015597165999999998
18_3,0.00021913485000000003
18_4,0.00027078375
18_5,0.0010397665499999999
19_1,0.3174158691
19_2,0.4268573737
19_3,0.2984509896
19_4,0.29753915825
19_5,0.1574668218
20_1,0.4737533385
20_2,1.71747494325
20_3,1.1054353468
20_4,1.18440239115
20_5,0.4737533385
21_1,1.2452555353
21_2,1.8030193779
21_3,6e-10
21_4,0.34592899435
21_5,3e-10
22_1,3e-10
22_2,0.6918569112
22_3,4e-10
22_4,2.5905477301
22_5,6.5e-10
23_1,0.8595709173
23_2,2e-09
23_3,0.160406955
23_4,0.6464565032
23_5,0.1973004466
24_1,8.0546214156
24_2,9.7779496734
24_3,10.8870141976
24_4,11.053346316
24_5,6.902970099
