,target
1_1,7e-10
1_2,6e-10
1_3,6e-10
1_4,7.5e-10
1_5,5.5e-10
2_1,6e-10
2_2,7.5e-10
2_3,7e-10
2_4,8e-10
2_5,7.5e-10
3_1,7.46218789035
3_2,5.9697493047
3_3,10.126230318400001
3_4,6.2251621009
3_5,8.05410717075
4_1,11.5062470895
4_2,7.46218789035
4_3,6.964708363
4_4,13.6847639705
4_5,6.1967060161
5_1,0.0
5_2,0.0
5_3,0.0
5_4,0.0
5_5,0.0
6_1,7e-10
6_2,7.5e-10
6_3,7e-10
6_4,7.5e-10
6_5,7e-10
7_1,0.4584131079
7_2,0.1305530503
7_3,0.33521309195000004
7_4,0.0
7_5,0.0040752364
8_1,7.5e-10
8_2,8.5e-10
8_3,5.5e-10
8_4,7.5e-10
8_5,8.5e-10
9_1,7e-10
9_2,7e-10
9_3,5e-10
9_4,7.5e-10
9_5,6e-10
10_1,7e-10
10_2,8e-10
10_3,6.5e-10
10_4,9e-10
10_5,8.5e-10
11_1,8e-10
11_2,7e-10
11_3,6e-10
11_4,8e-10
11_5,6.5e-10
12_1,8e-10
12_2,9e-10
12_3,9.5e-10
12_4,8e-10
12_5,5.5e-10
13_1,6.5e-10
13_2,8e-10
13_3,9e-10
13_4,8e-10
13_5,8.5e-10
14_1,9e-10
14_2,8e-10
14_3,7e-10
14_4,9e-10
14_5,9.5e-10
15_1,7.34058192955
15_2,8.6528204649
15_3,11.048106266049999
15_4,3.9798362284
15_5,9.6089895842
16_1,7.119084937
16_2,9.3013349657
16_3,3.0821593479000002
16_4,4.972168830399999
16_5,1.0242490434
17_1,0.0016270118
17_2,0.00053509565
17_3,0.0005969458
17_4,0.03927839095
17_5,0.00038982549999999996
18_1,0.0795516863
18_2,0.1388161933
18_3,0.27513923185
18_4,0.05185271025
18_5,0.116981676
19_1,1.3044937048
19_2,1.11613429875
19_3,1.3363388519
19_4,1.114481687
19_5,1.2383577739
20_1,1.6973389457499999
20_2,1.9263142563
20_3,1.7175105541
20_4,1.57934907615
20_5,1.9740652462
21_1,1.2452555353
21_2,9.5e-10
21_3,1.7811973701000001
21_4,1.2452555353
21_5,2.0721226985500003
22_1,5.5e-10
22_2,1.9549988595
22_3,1.9549988595
22_4,2.5905477301
22_5,0.6918569112
23_1,1.8764117267
23_2,1.9388664153000001
23_3,2.2477075807
23_4,2.20833550785
23_5,2.13881965595
24_1,15.623263297
24_2,16.03650339395
24_3,19.88861186445
24_4,13.80837043655
24_5,18.64920952505
