,target
1_1,9e-10
1_2,6e-10
1_3,7e-10
1_4,1e-09
1_5,9e-10
2_1,1.796e-07
2_2,3e-10
2_3,1.23e-08
2_4,7e-10
2_5,2e-10
3_1,2.9848771713
3_2,3.9798362284
3_3,5.9697493047
3_4,5.9697493047
3_5,2.9848771713
4_1,7.85479637615
4_2,8.954623957099999
4_3,9.9495804953
4_4,8.9546214382
4_5,4.9747952855
5_1,0.8828602056
5_2,0.0
5_3,0.0
5_4,0.0
5_5,0.0
6_1,1.3362071326
6_2,0.0002780963
6_3,0.4643048521
6_4,0.0641728967
6_5,0.2162273465
7_1,0.5705179578999999
7_2,0.0
7_3,0.2750277655
7_4,0.0
7_5,0.511215878
8_1,7e-10
8_2,9e-10
8_3,8e-10
8_4,8e-10
8_5,8e-10
9_1,9e-10
9_2,1e-09
9_3,3e-10
9_4,8e-10
9_5,8e-10
10_1,5e-10
10_2,5e-10
10_3,7e-10
10_4,3e-10
10_5,9e-10
11_1,1.2089315632
11_2,0.1126098233
11_3,1.1971758823
11_4,0.0358919532
11_5,0.733262229
12_1,2.61142e-05
12_2,1.92e-08
12_3,0.7110509266
12_4,4e-10
12_5,0.0485477942
13_1,0.000156119
13_2,0.0702234305
13_3,0.2935344086
13_4,0.0020072038
13_5,0.0006375463
14_1,9e-10
14_2,9e-10
14_3,9e-10
14_4,9e-10
14_5,9e-10
15_1,4.477313238
15_2,4.477313238
15_3,2.9848771713
15_4,5.9697493047
15_5,2.9848771713
16_1,1.2639481239
16_2,1.7835133408000001
16_3,0.8456175959
16_4,0.49349860310000004
16_5,3.2292081329
17_1,8.6884e-06
17_2,3.15e-09
17_3,0.002543008
17_4,0.08825525675000001
17_5,0.0044219884
18_1,0.04904471815
18_2,0.0471972833
18_3,0.015805314
18_4,0.3360912909
18_5,0.0353957372
19_1,0.14726184315000002
19_2,0.1138824212
19_3,0.2293125445
19_4,0.1947660554
19_5,0.3071753525
20_1,2.1443818939500003
20_2,2.12802074985
20_3,2.3424574618
20_4,1.9740652462
20_5,2.3465845786
21_1,1.2452555353
21_2,2.4729738584
21_3,7e-10
21_4,1.59408736745
21_5,8e-10
22_1,8.5e-10
22_2,0.6918569112
22_3,0.43807035715
22_4,7.2716291936
22_5,7.2716291936
23_1,1.5230780163
23_2,0.5281205115500001
23_3,0.3267642436
23_4,0.3363187265
23_5,0.0917088163
24_1,7.23195371755
24_2,2.5029383068
24_3,4.6548899888
24_4,8.5086323222
24_5,8.1357231669
