,target
1_1,9e-10
1_2,9e-10
1_3,9e-10
1_4,9e-10
1_5,9e-10
2_1,9e-10
2_2,9.5e-10
2_3,9e-10
2_4,9e-10
2_5,1e-09
3_1,85.56613466830001
3_2,80.591469039
3_3,96.5106644905
3_4,88.55098154455
3_5,82.58129067915
4_1,189.04098932585
4_2,141.28356937130002
4_3,188.54363723395
4_4,163.66984567025
4_5,144.7659716165
5_1,0.0
5_2,0.0
5_3,0.0
5_4,0.0
5_5,0.0
6_1,0.00013086155000000002
6_2,0.00017116475
6_3,5.17556e-05
6_4,6.647205e-05
6_5,1.4289100000000002e-05
7_1,20.8459617333
7_2,21.8872457859
7_3,20.269482019999998
7_4,23.8466181104
7_5,25.53976491905
8_1,0.00721781295
8_2,0.00023504225
8_3,0.00831998805
8_4,0.04085505725
8_5,0.0001031361
9_1,0.0011518383
9_2,0.0243070239
9_3,0.00018548645
9_4,0.05430504365
9_5,0.00033129115
10_1,9.5e-10
10_2,9e-10
10_3,9.5e-10
10_4,8e-10
10_5,9e-10
11_1,1e-09
11_2,1e-09
11_3,1e-09
11_4,1e-09
11_5,1e-09
12_1,1e-09
12_2,1e-09
12_3,1e-09
12_4,1e-09
12_5,1e-09
13_1,1.4055356910999999
13_2,2.3257755881
13_3,2.8375485236999998
13_4,2.01451675165
13_5,0.909413018
14_1,1e-08
14_2,2.215e-08
14_3,1.435e-08
14_4,1.62e-08
14_5,2.345e-08
15_1,85.06868580295
15_2,96.5106618801
15_3,82.58139734299999
15_4,96.87852587195
15_5,89.04855756985
16_1,4.7433137720000005
16_2,4.71641641375
16_3,4.49448135105
16_4,6.958478639800001
16_5,4.57095270745
17_1,1.3419934665
17_2,1.120537602
17_3,1.08623208175
17_4,1.1303685511500001
17_5,0.8744042725
18_1,2.8892134643
18_2,5.631262324950001
18_3,4.3555306344
18_4,6.0368883323
18_5,4.75861521595
19_1,6.22593074375
19_2,6.15526332765
19_3,6.143017003700001
19_4,5.92400516185
19_5,6.02314730935
20_1,1.8788327403
20_2,1.8392790679
20_3,1.9840523026999999
20_4,2.0498776358999997
20_5,1.9120255236
21_1,3.6378353676
21_2,2.2958043932
21_3,5.09045181055
21_4,12.193126878
21_5,25.6929624514
22_1,14.584841529
22_2,7.2716291936
22_3,2.5905477301
22_4,14.584841529
22_5,7.2716291936
23_1,3.4400029315
23_2,3.3233168673
23_3,3.7456173107
23_4,3.12110984085
23_5,3.8118836419
24_1,113.8070650423
24_2,124.5908144004
24_3,116.00378314615
24_4,180.94365342025
24_5,118.24782485365
