,target
1_1,6e-10
1_2,6e-10
1_3,6e-10
1_4,8e-10
1_5,9e-10
2_1,0.0003571807
2_2,0.012171491
2_3,11.2731826222
2_4,2.1705182888
2_5,0.238150342
3_1,2.9848771713
3_2,4.9747902476
3_3,9.9495804953
3_4,7.9596623811
3_5,2.9848771713
4_1,2.9848771713
4_2,9.9495804953
4_3,12.9344526288
4_4,12.9344526288
4_5,8.9546214382
5_1,0.0
5_2,0.0
5_3,0.0
5_4,0.0
5_5,0.0
6_1,2.81e-08
6_2,2.65e-07
6_3,9.114e-07
6_4,3.56e-08
6_5,3.536e-07
7_1,1.8336524316
7_2,0.1305530503
7_3,0.5214981776
7_4,0.9175995536
7_5,0.0
8_1,0.0074929475
8_2,8.06e-08
8_3,7.56327e-05
8_4,9.79739e-05
8_5,7.08758e-05
9_1,2.6297e-05
9_2,1.328e-07
9_3,4.5798e-05
9_4,4.47e-08
9_5,4.8681e-06
10_1,0.0304358633
10_2,0.0381370006
10_3,0.0057405643
10_4,7.6335479175
10_5,0.0040109629
11_1,0.632258588
11_2,0.9013351425
11_3,0.1375653832
11_4,6.1221635742
11_5,0.7389685898
12_1,8.17015e-05
12_2,0.3751698963
12_3,1.1501102637
12_4,0.0001453668
12_5,0.0015601875
13_1,0.0032770896
13_2,0.0004075279
13_3,0.1642524744
13_4,1.1339132828
13_5,0.0258614274
14_1,1.181e-07
14_2,3.539e-06
14_3,3.613e-07
14_4,7.8114e-06
14_5,1.321e-07
15_1,6.9647083618
15_2,3.9798362284
15_3,7.9596623811
15_4,4.9747952855
15_5,1.9899181142
16_1,2.3271448185
16_2,0.0111795158
16_3,0.0994360459
16_4,1.0983939242
16_5,0.4502537829
17_1,6.04206e-05
17_2,7.8234e-06
17_3,2.2239e-06
17_4,0.0001108521
17_5,2.72728e-05
18_1,0.0176295731
18_2,0.0548585449
18_3,0.3140318482
18_4,0.0037036312
18_5,0.0004680327
19_1,0.0785395039
19_2,0.6650334676
19_3,0.077050153
19_4,0.6964538319
19_5,0.2285877867
20_1,1.3818518187
20_2,2.1714679157
20_3,1.8161311574
20_4,1.9740652462
20_5,1.3818518187
21_1,1.2452555353
21_2,9e-10
21_3,3.1629376273
21_4,1.2452555353
21_5,1e-10
22_1,3e-10
22_2,0.6918569112
22_3,4e-10
22_4,7.2716291936
22_5,7.2716291936
23_1,0.9680367268
23_2,0.7629422249
23_3,0.1647782904
23_4,0.61941745
23_5,0.038418775
24_1,9.2947988128
24_2,8.222076456
24_3,4.8940361303
24_4,7.8842660667
24_5,5.8507460499
