,target
1_1,0.0
1_2,0.0
1_3,0.0
1_4,0.0
1_5,0.0
2_1,0.0
2_2,0.0
2_3,0.0
2_4,0.0
2_5,0.0
3_1,0.0004391852
3_2,1.9134500000000003e-06
3_3,0.0001035594
3_4,0.00048591199999999997
3_5,2.8149e-06
4_1,0.99525067975
4_2,0.9952406554
4_3,0.99496296075
4_4,0.9949594824000001
4_5,0.99765175595
5_1,0.0
5_2,0.0
5_3,0.0
5_4,0.0
5_5,0.0
6_1,4.48465e-06
6_2,1.191835e-05
6_3,4.0369550000000004e-05
6_4,2.4429281268
6_5,9.21447e-05
7_1,0.0
7_2,0.0
7_3,0.0
7_4,0.00164358145
7_5,0.0
8_1,0.00044999855
8_2,0.01195695355
8_3,0.01928037475
8_4,0.02194552825
8_5,0.0019435620999999998
9_1,0.02109376575
9_2,0.00455633155
9_3,0.13357555515
9_4,0.023879847949999998
9_5,0.01029870565
10_1,16.1842042116
10_2,47.566525702
10_3,11.12921064635
10_4,8.9355173758
10_5,0.8729195742
11_1,0.7360601665
11_2,2.82543315625
11_3,0.23710644755000002
11_4,1.2728839092
11_5,0.34424034530000003
12_1,2.4337464980999997
12_2,5.357773409
12_3,2.06561090065
12_4,4.989956649750001
12_5,12.25090364805
13_1,0.15890340365
13_2,0.0471296049
13_3,0.2012302495
13_4,0.27571915645
13_5,0.11789037775
14_1,3.5622500000000005e-06
14_2,1.319865e-05
14_3,1.4928500000000001e-05
14_4,1.331655e-05
14_5,3.45359e-05
15_1,6.8436178786
15_2,5.894147954799999
15_3,6.652671391849999
15_4,5.47272224245
15_5,7.176245579550001
16_1,0.83412785265
16_2,2.8094719102
16_3,1.16670881255
16_4,2.0818586647500004
16_5,3.0944961775
17_1,0.01058353295
17_2,0.01272913835
17_3,0.004798429349999999
17_4,0.04558490875
17_5,0.02507209775
18_1,0.13781057315
18_2,0.20154722205
18_3,0.0951013546
18_4,0.2794645804
18_5,0.08926619585000001
19_1,1.09602579935
19_2,0.9676987262500001
19_3,1.04846238285
19_4,0.9266042734
19_5,0.9071303712
20_1,0.2368900621
20_2,0.29287567010000004
20_3,0.26323905054999996
20_4,0.4737618913
20_5,0.5547396902499999
21_1,1.56174502785
21_2,1.0876275245
21_3,1.8030193779
21_4,1.2454681592
21_5,0.4650004153
22_1,8.534000000000001e-07
22_2,0.7080809937
22_3,1.3558174858
22_4,0.69185692315
22_5,0.00040946025
23_1,1.3818699469500002
23_2,1.2609411299
23_3,1.4684141719500001
23_4,1.3559872105
23_5,1.7978518293499999
24_1,13.201920169000001
24_2,11.7748248541
24_3,11.55881808375
24_4,14.596313270549999
24_5,12.514034417049999
