,target
1_1,0.0004477039
1_2,0.00031742205
1_3,0.00036860405
1_4,0.0003483862
1_5,0.0003512846
2_1,1.9340994209
2_2,1.9354146437000002
2_3,2.235859553
2_4,1.9709182824
2_5,1.83252828805
3_1,50.531991079250005
3_2,51.408917378599995
3_3,54.45401569115
3_4,48.65305117465
3_5,51.5535887019
4_1,54.9193139654
4_2,50.1376648689
4_3,54.7041874783
4_4,50.03626223685
4_5,55.454983361800004
5_1,0.0
5_2,0.0
5_3,0.0
5_4,0.0
5_5,0.0
6_1,117.32558031715
6_2,110.84795605995001
6_3,84.597774897
6_4,57.90146896875
6_5,59.225398794
7_1,30.754504921299997
7_2,43.455367708400004
7_3,48.50251452215
7_4,53.7288048291
7_5,31.03689328355
8_1,29.288774321749997
8_2,31.28874684435
8_3,28.90181833335
8_4,29.61584559525
8_5,31.124407541300002
9_1,29.5829061048
9_2,29.88664162635
9_3,70.22897410525
9_4,29.7155225958
9_5,29.55368754345
10_1,45432.77698359325
10_2,23331.2833474856
10_3,35344.1410064348
10_4,32584.09309199875
10_5,65066.58050053725
11_1,298.84352854475003
11_2,316.00440994055
11_3,286.67161129595
11_4,289.23152452085003
11_5,332.5469754864
12_1,2632.8721289524
12_2,2093.85203435525
12_3,2717.2077472288
12_4,2502.4081660591
12_5,2691.07285839545
13_1,33.3319643421
13_2,32.276015677900006
13_3,37.153926008149995
13_4,41.3408205959
13_5,41.6011198247
14_1,0.1058834446
14_2,0.08900292165
14_3,0.1054792698
14_4,0.10255645534999999
14_5,0.08970730534999999
15_1,231.31736491675
15_2,224.16445633325
15_3,245.22407755519998
15_4,232.27888235075
15_5,233.29414288565
16_1,27.53230138635
16_2,26.71377748765
16_3,27.945155111
16_4,26.3608706218
16_5,26.3067671451
17_1,0.90277073815
17_2,0.8880983302000001
17_3,0.77611945135
17_4,1.1066380245
17_5,1.1476002605
18_1,7.33904558205
18_2,7.3764314511
18_3,5.97713727805
18_4,9.92018792825
18_5,6.2105083176499996
19_1,6.36883006435
19_2,6.33241500195
19_3,6.29120658165
19_4,6.315072647
19_5,6.4298805382
20_1,2.60760304625
20_2,2.6082958731500003
20_3,2.6449153361000004
20_4,2.6350606041
20_5,2.4915181467
21_1,2.11899897455
21_2,2.2964113801000003
21_3,2.4739937851500002
21_4,8.7294512431
21_5,1.68434582655
22_1,14.5851534254
22_2,1.95526842955
22_3,2.2073114624
22_4,14.5852401271
22_5,8.743983058849999
23_1,3.17108896295
23_2,3.1588213052
23_3,2.91969430405
23_4,3.3228588215999997
23_5,3.35431540995
24_1,248.0231353141
24_2,257.405477326
24_3,252.59688411095
24_4,243.77398726184998
24_5,252.007556345
