,target
1_1,0.0010578022000000001
1_2,0.0005180855999999999
1_3,0.0012956266
1_4,0.00076293925
1_5,0.00137963295
2_1,0.93144661605
2_2,0.9708535287
2_3,0.6812868661
2_4,0.79685567045
2_5,0.57775814775
3_1,171.66344036345
3_2,177.72441858135
3_3,169.1769064893
3_4,160.30791879359998
3_5,169.69747248430002
4_1,195.7255744245
4_2,214.54402772695
4_3,211.16083477675
4_4,216.75343166164998
4_5,215.55063280899998
5_1,0.0
5_2,0.0
5_3,0.0
5_4,0.0
5_5,0.0
6_1,188.27434407415
6_2,200.6953677118
6_3,127.89583422244999
6_4,124.8960764906
6_5,118.51141514950001
7_1,55.31087749615
7_2,56.34527289985
7_3,58.84245268075
7_4,40.69316385775
7_5,61.69909069715
8_1,37.7333856874
8_2,46.561512700950004
8_3,34.5331621644
8_4,38.910280627
8_5,58.12537087695
9_1,66.45655620995
9_2,54.6686455127
9_3,44.370429197250004
9_4,206.30483604715
9_5,59.96012546885
10_1,234436.303417232
10_2,292006.3231446275
10_3,341920.7166705345
10_4,267495.7042257555
10_5,244391.2729155915
11_1,212.6947305337
11_2,210.8415310666
11_3,174.47613860005
11_4,203.1896741591
11_5,174.6589514473
12_1,10156.604678122101
12_2,6056.670141491601
12_3,6881.27238873255
12_4,6331.38584487385
12_5,9617.90187315615
13_1,74.5931539918
13_2,53.1636991352
13_3,70.5405905653
13_4,77.87576786234999
13_5,74.89488574225001
14_1,0.11951993775
14_2,0.12786406979999998
14_3,0.13232649735000002
14_4,0.1268460536
14_5,0.1003957459
15_1,246.59487191815
15_2,249.06764621045
15_3,251.48886171975
15_4,259.50941045855
15_5,258.61252183385
16_1,25.0937967534
16_2,27.58429530715
16_3,25.37872374605
16_4,27.5678518936
16_5,26.69805259225
17_1,1.5266950868
17_2,2.05160042535
17_3,1.4358953152
17_4,2.29416832075
17_5,2.1714003924
18_1,9.45072242615
18_2,10.37027093905
18_3,8.23502822255
18_4,10.62979646025
18_5,8.711629776950002
19_1,7.0170889942
19_2,7.2387065348499995
19_3,7.06605551105
19_4,6.988522971349999
19_5,7.01355627725
20_1,3.04334767895
20_2,3.0924666313499998
20_3,3.06338136015
20_4,3.0231909069
20_5,3.1156216838999997
21_1,3.90794242705
21_2,5.09096636875
21_3,3.64143473315
21_4,1.3680104117499998
21_5,3.54435141275
22_1,14.5854835739
22_2,25.47719260085
22_3,6.93495358945
22_4,5.06464368425
22_5,8.0079120236
23_1,3.1588178621500003
23_2,3.0721357868499997
23_3,2.78588232485
23_4,2.7751320490999998
23_5,3.0013106784
24_1,266.44371185225
24_2,281.45805930054996
24_3,281.97039806105
24_4,290.96002276424997
24_5,269.19224920405
