,target
1_1,2.89921247995
1_2,4.762171888
1_3,2.0483214226
1_4,4.30227028975
1_5,3.7729150522
2_1,23747.915274627252
2_2,13417.4890295627
2_3,78864.07516360754
2_4,30602.373086471853
2_5,21829.099922219648
3_1,246.52265481285
3_2,231.23524790599998
3_3,220.5824671276
3_4,224.54826772015
3_5,223.14689103205
4_1,374.13997040460004
4_2,375.3622243443
4_3,332.9935321841
4_4,366.69936979805
4_5,374.48540093500003
5_1,30.5976846248
5_2,6.8691189794
5_3,11.7210229753
5_4,10.413183669350001
5_5,0.0
6_1,374.24922889339996
6_2,418.08979569475
6_3,448.77271840605
6_4,369.48239122725
6_5,381.49817483835
7_1,127.7975664345
7_2,139.67245103735002
7_3,97.85413191075
7_4,104.75938364550001
7_5,113.73270459919999
8_1,1094.4464159292002
8_2,1480.1367821064
8_3,891.5417210806
8_4,700.1326073531
8_5,1023.0773560426501
9_1,1240.65170939285
9_2,1482.0193048632
9_3,1279.5177926567499
9_4,1429.2210526723
9_5,1440.2681772370001
10_1,221593.0760042645
10_2,276941.858867679
10_3,275533.2464501615
10_4,320599.014139538
10_5,270705.534318711
11_1,418.4511078124
11_2,357.25808152039997
11_3,394.976893445
11_4,340.0803054841
11_5,383.60069400395
12_1,10447595.154107235
12_2,12044710.8626612
12_3,6918390.34848358
12_4,6705675.626134225
12_5,4745133.02128631
13_1,451.4666347691
13_2,550.2084457811
13_3,407.2836705931
13_4,467.3797677909
13_5,416.954966483
14_1,6.373858304600001
14_2,5.12961864985
14_3,5.522844371150001
14_4,4.827057519349999
14_5,3.9909684056000003
15_1,349.6706103157
15_2,350.62140228075
15_3,352.53696918114997
15_4,355.16091920785
15_5,407.6951333753
16_1,30.53641742835
16_2,29.7601562551
16_3,30.85374176455
16_4,28.91361436415
16_5,30.43366673335
17_1,7.0782932997
17_2,5.70631231175
17_3,4.5272486037
17_4,6.181456743149999
17_5,5.0193511673
18_1,24.68398122035
18_2,21.39570167945
18_3,17.085358231249998
18_4,20.4967774538
18_5,21.679836676500003
19_1,8.23919502055
19_2,8.04135774485
19_3,9.0397302063
19_4,8.725005694450001
19_5,8.86911933955
20_1,3.7076156797
20_2,5.54336724685
20_3,3.9974974011
20_4,3.5110097642499998
20_5,3.839994063
21_1,7.08649707885
21_2,12.5865690971
21_3,4.8911714066
21_4,7.411649962249999
21_5,11.91989372335
22_1,18.6798267159
22_2,29.63561460705
22_3,13.7362273085
22_4,15.6332239647
22_5,12.12840892855
23_1,4.2042175652000005
23_2,4.09967295775
23_3,4.043616710549999
23_4,4.237004433
23_5,3.9644983760000003
24_1,356.2808919693
24_2,342.09237091645
24_3,348.14240830895
24_4,352.05120412595
24_5,364.4777133322
