level_0,level_1,level_2,individual importance,total importance,individual std,total std,label
crossover,,,0.21829908918206622,0.21829908918206622,0.1329446699800397,0.1329446699800397,main
lpsr,,,0.12607290832424994,0.12607290832424994,0.10895573694089114,0.10895573694089114,main
mutation_base,,,0.0741533498442615,0.0741533498442615,0.06557579529704967,0.06557579529704967,main
crossover,lpsr,,0.06784299566747062,0.41221499317378685,0.04720309615123596,0.14185049104776107,pairwise
mutation_base,crossover,,0.043864101972494796,0.33631654099882247,0.04024268506788272,0.1404525471292664,pairwise
mutation_base,lpsr,,0.028440213747224167,0.22866647191573566,0.030901354822289957,0.15503707380635473,pairwise
mutation_base,adaptation_method,,0.023674661490403502,0.11734349492511745,0.022604779546583624,0.08362444955048697,pairwise
adaptation_method,,,0.019515483590452437,0.019515483590452437,0.021629012440437616,0.021629012440437616,main
mutation_base,crossover,lpsr,0.017212730956183923,0.5758853896939512,0.01622547910322842,0.14972462831082825,triple
mutation_reference,,,0.01693801180371772,0.01693801180371772,0.023737785914372676,0.023737785914372676,main
mutation_reference,adaptation_method,,0.013920232745286174,0.05037372813945633,0.01963658746222143,0.045263967665640815,pairwise
mutation_base,mutation_reference,,0.013725043479289236,0.10481640512726846,0.014384710471681637,0.0696773889596943,pairwise
mutation_base,mutation_reference,adaptation_method,0.013500281205468246,0.17542706415887876,0.020118346453924255,0.10423667674152906,triple
mutation_base,adaptation_method,lpsr,0.010875081582978507,0.2909044944346744,0.0110089328225773,0.16602875475628148,triple
mutation_reference,crossover,,0.010508953931881074,0.245746054917665,0.012896714440335516,0.13281011523106176,pairwise
mutation_base,crossover,adaptation_method,0.010304732904353117,0.39927108303919995,0.008669297108228832,0.14581914365256138,triple
crossover,adaptation_method,,0.009459664055168366,0.24727423682768707,0.009457407802039509,0.13355425620682213,pairwise
mutation_reference,lpsr,,0.008302634357334089,0.15131355448530173,0.012759823482984756,0.1156635836073223,pairwise
adaptation_method,lpsr,,0.00817279585510437,0.15376118776980674,0.01020278201491863,0.10994653646514872,pairwise
mutation_base,mutation_reference,crossover,0.00768105768114539,0.38516960789485594,0.007844508403153672,0.13438752031682924,triple
mutation_reference,crossover,adaptation_method,0.007532105420364527,0.29617354072893654,0.010722367359703572,0.13455597559683594,triple
mutation_reference,use_archive,,0.006714943159332481,0.028766154727532602,0.010925657699503365,0.03078426559088497,pairwise
mutation_base,mutation_reference,lpsr,0.006701812015801125,0.2743339735718777,0.007302316574920042,0.1599451912098771,triple
mutation_base,mutation_n_comps,,0.006196353535544915,0.086018319608686,0.008537685034898218,0.06870436908234435,pairwise
mutation_reference,use_archive,adaptation_method,0.00606706995901704,0.07228491606655124,0.009111717957321862,0.061508902072158485,triple
mutation_n_comps,,,0.005668616228879593,0.005668616228879593,0.0076399165147770405,0.0076399165147770405,main
mutation_base,mutation_reference,use_archive,0.005418460329069789,0.12672452040030582,0.006959451604815938,0.07333159831070024,triple
mutation_reference,crossover,lpsr,0.0053324509684940565,0.45329704423521383,0.006867302812794314,0.13631834761965766,triple
mutation_reference,mutation_n_comps,,0.005271928127559155,0.02787855616015647,0.0058502106337507695,0.02829415904972148,pairwise
mutation_reference,adaptation_method,lpsr,0.005225353695596169,0.19814742037174088,0.005360090811239424,0.11700569479717171,triple
use_archive,,,0.005113199764482398,0.005113199764482398,0.007561848426801475,0.007561848426801475,main
mutation_base,mutation_reference,mutation_n_comps,0.004847430582788369,0.1268007336020405,0.005862195084571618,0.07542038002522405,triple
mutation_base,use_archive,,0.004661512020152708,0.08392806162889661,0.006226641760649844,0.06600994380980671,pairwise
mutation_n_comps,adaptation_method,,0.004538248474073234,0.029722348293405258,0.005815953005478915,0.027200154672206295,pairwise
mutation_reference,mutation_n_comps,adaptation_method,0.004484523922074852,0.07033704489204318,0.005133425347999156,0.05439123578802419,triple
crossover,adaptation_method,lpsr,0.004474169234100096,0.4538371059086122,0.005320185193777311,0.13634207052356104,triple
mutation_base,mutation_n_comps,adaptation_method,0.004413873142665015,0.1381605863062802,0.007012407349924235,0.09030143013449353,triple
mutation_base,mutation_n_comps,lpsr,0.0043180500474165944,0.24880292847615745,0.006699601299697396,0.1603752238724279,triple
use_archive,adaptation_method,,0.004015975044262997,0.028644658399197827,0.004344964330450446,0.023785216957488895,pairwise
mutation_n_comps,lpsr,,0.003953436748580781,0.1356949613017103,0.0061815266812416374,0.11082632198674691,pairwise
mutation_base,use_archive,adaptation_method,0.003806393789201483,0.13494057554321703,0.004492617375696032,0.08494636631759328,triple
mutation_n_comps,crossover,,0.0036642158304064083,0.22763192124135226,0.004138262176192984,0.1336031803661059,pairwise
mutation_base,mutation_n_comps,crossover,0.0035107826192885966,0.35535650921294215,0.003344311661482062,0.14162739709651792,triple
use_archive,lpsr,,0.002978140779592946,0.13416424886832531,0.00547590454783082,0.10923946993500783,pairwise
mutation_reference,use_archive,crossover,0.0028551909905306467,0.262230542131112,0.0031369444884141477,0.13576836837271256,triple
mutation_reference,mutation_n_comps,crossover,0.0025350005245037012,0.26288581562901386,0.0029511059117282323,0.13339815748794007,triple
mutation_reference,mutation_n_comps,lpsr,0.0024908075898709653,0.16869834318019222,0.0034072031375316303,0.11746999441326687,triple
mutation_n_comps,crossover,lpsr,0.0024412159998546687,0.4279424779815082,0.0036316856098993194,0.1411058265894966,triple
mutation_n_comps,crossover,adaptation_method,0.0023147300571008285,0.26346004741814716,0.002891266242952386,0.13443694935234488,triple
mutation_reference,use_archive,lpsr,0.0022559696773509132,0.16837580786606043,0.002945585076218868,0.11422024445579834,triple
mutation_reference,mutation_n_comps,use_archive,0.0021892126042054928,0.04343343113912687,0.003939364853564761,0.03767048988204198,triple
mutation_base,use_archive,lpsr,0.0020908458961894265,0.2435101703761531,0.0036423683036756914,0.15519105734337052,triple
mutation_n_comps,adaptation_method,lpsr,0.002090348523708017,0.1700118377450484,0.00219977068946285,0.11225088617886739,triple
mutation_base,use_archive,crossover,0.0020149865310712086,0.3499073926136304,0.003083105182702643,0.141065827570033,triple
mutation_n_comps,use_archive,adaptation_method,0.0018512362490448273,0.042240278802145516,0.004205109193964142,0.031105553563260745,triple
use_archive,crossover,,0.001801153299101553,0.2252134422456502,0.0027460296036639154,0.13369470954498675,pairwise
