level_0,level_1,level_2,individual importance,total importance,individual std,total std,label
base_sampler,,,0.4238441840252367,0.4238441840252367,0.1475819507512346,0.1475819507512346,main
elitist,base_sampler,,0.07896078922675122,0.5355847659553915,0.06969533681909718,0.16979554636148042,pairwise
mirrored,base_sampler,,0.060223025864692206,0.5074032964747606,0.07818156046729752,0.14654010346957322,pairwise
weights_option,,,0.041475575502848354,0.041475575502848354,0.05722631991592338,0.05722631991592338,main
base_sampler,weights_option,,0.03606021202771653,0.5013799715558015,0.045784800710575085,0.13234781456293845,pairwise
elitist,,,0.03277979270340357,0.03277979270340357,0.03803678708343807,0.03803678708343807,main
elitist,weights_option,,0.032210342080435585,0.10646571028668754,0.0266693391012295,0.0944794721304416,pairwise
base_sampler,step_size_adaptation,,0.027863929188697064,0.46681544763206356,0.03555793942818092,0.15516106160492976,pairwise
elitist,mirrored,base_sampler,0.025048687715662137,0.6550023671767485,0.028896706669758836,0.16063333800328927,triple
mirrored,,,0.023336086584831776,0.023336086584831776,0.03742939787328678,0.03742939787328678,main
elitist,base_sampler,weights_option,0.01938066175960111,0.6647115573259932,0.022182321769898806,0.16062694391851645,triple
elitist,base_sampler,step_size_adaptation,0.016856314801848727,0.6037220778103267,0.01748735154859614,0.17457908569943092,triple
step_size_adaptation,,,0.015107334418129786,0.015107334418129786,0.027430151290457085,0.027430151290457085,main
mirrored,base_sampler,weights_option,0.011345559741089447,0.6034825432102875,0.01593369763909702,0.11311071345134638,triple
elitist,mirrored,,0.010809801056170994,0.06692568034440632,0.012743593182231382,0.05486943468430477,pairwise
mirrored,base_sampler,step_size_adaptation,0.010567609867313109,0.5684193224254245,0.01380331276678654,0.15411341648202048,triple
weights_option,step_size_adaptation,,0.008613013217966651,0.06519592313894479,0.01852543604546405,0.08421978939066611,pairwise
base_sampler,weights_option,step_size_adaptation,0.0085139658862417,0.5614782142668368,0.01023183396076128,0.1482689724973451,triple
elitist,step_size_adaptation,,0.008309733446259644,0.056196860567793,0.008601921401529287,0.04958361255463085,pairwise
mirrored,step_size_adaptation,,0.00747715247652384,0.04592057347948539,0.012398528660298523,0.0556295122051436,pairwise
mirrored,weights_option,,0.007197899463872401,0.07200956155155254,0.011009884062873822,0.06851014198875151,pairwise
local_restart,,,0.006638974645931494,0.006638974645931494,0.013943692363109772,0.013943692363109772,main
elitist,mirrored,weights_option,0.004801175212519984,0.1526106726040827,0.005475996188635226,0.09957093313485775,triple
elitist,weights_option,step_size_adaptation,0.004336085151094308,0.1428318765201379,0.0042562466375385705,0.11698796823374555,triple
elitist,mirrored,step_size_adaptation,0.004121051652940237,0.10194095233825984,0.00411192022196478,0.0694947347134506,triple
base_sampler,local_restart,,0.0037452413734836067,0.43422840004465163,0.009642793085871987,0.14599385369756956,pairwise
mirrored,weights_option,step_size_adaptation,0.003337368178647197,0.10654442984281999,0.006494645687840172,0.10362421707030889,triple
mirrored,base_sampler,local_restart,0.0026689958196880535,0.5220848592748992,0.006096131463806043,0.14349269403204526,triple
weights_option,local_restart,,0.002429218832975556,0.05054376898175541,0.003727985251114078,0.06513921107540609,pairwise
elitist,local_restart,,0.0022291105438390947,0.041647877893174146,0.003685274470232707,0.04099917431220523,pairwise
weights_option,local_restart,step_size_adaptation,0.0022066224578845984,0.07825209177467897,0.01107150055048584,0.099557687187063,triple
base_sampler,weights_option,local_restart,0.0021719959216108514,0.5163654023298031,0.004008403409301936,0.13165932559804724,triple
elitist,base_sampler,local_restart,0.00196399868217012,0.5501620912008157,0.004012374323457947,0.16687457278356155,triple
local_restart,step_size_adaptation,,0.0017813526989425266,0.0235276617630038,0.0047443161922914295,0.03671733532532463,pairwise
mirrored,local_restart,,0.0016283509610354816,0.031603412191798755,0.0038102720309992405,0.040131450950749444,pairwise
elitist,weights_option,local_restart,0.0015679063736087975,0.11933092068304246,0.0018587090152411853,0.10040330006960065,triple
base_sampler,local_restart,step_size_adaptation,0.001466302280519196,0.48044731863094037,0.002241039797409989,0.153008893326864,triple
mirrored,weights_option,local_restart,0.0012395191709236256,0.0839456251624187,0.0021444503349585804,0.07787132281667432,triple
elitist,local_restart,step_size_adaptation,0.0009674855937941361,0.06781378405030024,0.0019374622361200903,0.057419551327541035,triple
mirrored,local_restart,step_size_adaptation,0.0009356172957016137,0.056904869081096515,0.0015407850764843098,0.06227752544536774,triple
elitist,mirrored,local_restart,0.0008190666412543901,0.0782411831364668,0.0011367376791914792,0.05656115386720499,triple
