level_0,level_1,level_2,individual importance,total importance,individual std,total std,label
weights_option,,,0.16997980951768507,0.16997980951768507,0.09136392996824957,0.09136392996824957,main
mirrored,,,0.1582655337228841,0.1582655337228841,0.1288473113144619,0.1288473113144619,main
mirrored,weights_option,,0.15275327316649082,0.48099861640706004,0.11077226192901432,0.18774746321110666,pairwise
elitist,mirrored,,0.09237735419914175,0.3031419692454781,0.07816508171555338,0.15528026112866308,pairwise
elitist,mirrored,weights_option,0.08192856637888989,0.7754416647373668,0.06645080879952928,0.1505829060034988,triple
elitist,weights_option,,0.06763804642882319,0.2901169372699605,0.06002169561382561,0.13557111318375864,pairwise
elitist,,,0.05249908132345224,0.05249908132345224,0.05498784892651243,0.05498784892651243,main
local_restart,,,0.018484152065090218,0.018484152065090218,0.029416779407731217,0.029416779407731217,main
mirrored,weights_option,step_size_adaptation,0.011925798942718412,0.52427733413532,0.02983797076304005,0.18794527062065602,triple
mirrored,base_sampler,weights_option,0.011592347285189042,0.5192520008535402,0.027776504870688737,0.1894642677259798,triple
step_size_adaptation,,,0.011477020004539398,0.011477020004539398,0.02374410305721697,0.02374410305721697,main
weights_option,step_size_adaptation,,0.01082137162784822,0.1922782011500727,0.017863306669801803,0.09772944874125913,pairwise
elitist,step_size_adaptation,,0.010262371507745607,0.07423847283573726,0.014689787190185854,0.06896529203180152,pairwise
base_sampler,,,0.009743469049089293,0.009743469049089293,0.02144213589116439,0.02144213589116439,main
mirrored,weights_option,local_restart,0.009464257328311387,0.5235337206777089,0.020152195022674308,0.18109575980534307,triple
mirrored,step_size_adaptation,,0.009054527153153986,0.17879708088057744,0.014105324681143104,0.13152032184964077,pairwise
weights_option,local_restart,,0.008956868682671069,0.19742083026544635,0.012579558975474258,0.10119620928842922,pairwise
base_sampler,weights_option,,0.008718972313723497,0.18844225088049782,0.019856881129424814,0.10384723316047674,pairwise
mirrored,base_sampler,,0.008198595798478316,0.17620759857045168,0.013751570937592059,0.13167629431000738,pairwise
elitist,weights_option,step_size_adaptation,0.006555499688919521,0.32923320009901325,0.009644981392164154,0.14483411759302908,triple
elitist,mirrored,step_size_adaptation,0.0064386929726731315,0.34037458088359007,0.008322648014492623,0.1599626169956153,triple
mirrored,local_restart,,0.005629826194576284,0.18237951198255056,0.01104937621269306,0.12567635479872796,pairwise
elitist,local_restart,,0.00429602398709834,0.07527925737564081,0.006609158248390355,0.065185131863994,pairwise
elitist,weights_option,local_restart,0.004110521939937794,0.32596450394475796,0.005508980012226732,0.1445484490013994,triple
elitist,mirrored,base_sampler,0.004055658894536145,0.32860612782268506,0.00816926725569642,0.15404707152552935,triple
elitist,base_sampler,weights_option,0.0037410683411132285,0.3157868818089897,0.00633462382365955,0.1440534375567867,triple
elitist,mirrored,local_restart,0.0036131290513812513,0.3351651005436242,0.010188423462539786,0.15313502848024602,triple
elitist,base_sampler,,0.0034664348351031633,0.06570898520764472,0.004950512093683243,0.05964286840063198,pairwise
mirrored,base_sampler,step_size_adaptation,0.0025774987007230526,0.20187194816825307,0.0065857780059071155,0.13641009326436382,triple
base_sampler,step_size_adaptation,,0.002555303739384904,0.023775792793013596,0.00463689038563776,0.03840811746517057,pairwise
base_sampler,weights_option,local_restart,0.0022599102014940063,0.2200288675308615,0.004209381101002514,0.11723693559844774,triple
base_sampler,weights_option,step_size_adaptation,0.002252289259203469,0.21554823551147384,0.003436049687095093,0.11438025032200215,triple
mirrored,base_sampler,local_restart,0.002203847447816304,0.20441110997904288,0.0043529065254685525,0.12992766317729934,triple
local_restart,step_size_adaptation,,0.002088184918285921,0.032049356987915535,0.00322795308650145,0.043892423229530006,pairwise
base_sampler,local_restart,,0.0018856857011083652,0.03011330681528788,0.002492301284995795,0.041025989449926484,pairwise
weights_option,local_restart,step_size_adaptation,0.001827455204625792,0.22363486202074562,0.002294450726201782,0.1109780466735016,triple
elitist,base_sampler,step_size_adaptation,0.0011572256658727216,0.09116090612518732,0.0017546143398855843,0.07679119622053711,triple
mirrored,local_restart,step_size_adaptation,0.0010020707642720956,0.206001314822802,0.0013026364009626208,0.1291705936775827,triple
base_sampler,local_restart,step_size_adaptation,0.0009447221859834004,0.0471785376634815,0.0019118785816529412,0.05885211821337016,triple
elitist,local_restart,step_size_adaptation,0.0009242983825495153,0.10003113218876121,0.0011572001589485455,0.08210289383414954,triple
elitist,base_sampler,local_restart,0.0007584229690389821,0.09113326992998061,0.00094958193290239,0.07178501496030658,triple
