level_0,level_1,level_2,individual importance,total importance,individual std,total std,label
elitist,mirrored,base_sampler,0.05837106124561663,0.22139151178944627,0.08136244350672722,0.1659196086728322,triple
mirrored,base_sampler,step_size_adaptation,0.05778776873510326,0.2225266031406913,0.0697542088484921,0.15605083612382986,triple
mirrored,base_sampler,,0.05101007225927487,0.10389773856331554,0.055642970728435937,0.09278882091608145,pairwise
mirrored,base_sampler,weights_option,0.037737787781887445,0.19419716847182683,0.055960940247754026,0.18320658499452666,triple
mirrored,,,0.03450911293635253,0.03450911293635253,0.04119371138398001,0.04119371138398001,main
mirrored,step_size_adaptation,,0.03041504234825371,0.07566711584717034,0.04166060536495119,0.07311729494959059,pairwise
mirrored,base_sampler,local_restart,0.028932864507815226,0.15616790224684363,0.06019721913821177,0.14082591306701273,triple
elitist,mirrored,,0.028192468637218554,0.07344625709059459,0.03291476046603274,0.06706187754567082,pairwise
elitist,mirrored,step_size_adaptation,0.02415226401535262,0.14639102360743134,0.033034140929843636,0.10500241277224358,triple
mirrored,weights_option,,0.023419376392668334,0.06939852237054821,0.04262529602463158,0.09182006954904166,pairwise
elitist,base_sampler,,0.02018556782627202,0.04930879671098366,0.033558828130946614,0.05869493420670976,pairwise
base_sampler,step_size_adaptation,,0.019683092931454718,0.04880460686170695,0.02962338104642774,0.05168807088388624,pairwise
mirrored,weights_option,step_size_adaptation,0.01840772060284378,0.1354121266236889,0.03686229742451259,0.1395899349113523,triple
base_sampler,,,0.018378553367688136,0.018378553367688136,0.026176747818528846,0.026176747818528846,main
base_sampler,weights_option,,0.017672232692428208,0.04752081910164367,0.05243638296522258,0.09864353043291414,pairwise
elitist,mirrored,weights_option,0.014984404866481527,0.12942440883419357,0.018643111596019453,0.11832709529401561,triple
elitist,base_sampler,step_size_adaptation,0.014707765590412996,0.10207711538608176,0.02436998459267815,0.0932051621887423,triple
base_sampler,local_restart,step_size_adaptation,0.013924282636086107,0.07924679483389921,0.03375460220197123,0.08572312882301221,triple
elitist,base_sampler,weights_option,0.013598509457923062,0.09815390934578402,0.023428065106527222,0.12774785641744776,triple
mirrored,local_restart,step_size_adaptation,0.01242424484519853,0.10815718567550676,0.02415048089644564,0.09216836864235674,triple
mirrored,local_restart,,0.011595966149469068,0.04979836560962807,0.018705051100547487,0.05211563540422894,pairwise
weights_option,,,0.011470033041527326,0.011470033041527326,0.032102281991300566,0.032102281991300566,main
base_sampler,weights_option,step_size_adaptation,0.010849999739494106,0.0952447530746357,0.02033182304260117,0.11338920996959988,triple
elitist,,,0.010744675517023499,0.010744675517023499,0.017058494569741095,0.017058494569741095,main
step_size_adaptation,,,0.010742960562564092,0.010742960562564092,0.015624639080620615,0.015624639080620615,main
elitist,mirrored,local_restart,0.009213391177300656,0.10108265235390024,0.016096512889193185,0.08042581216625477,triple
base_sampler,local_restart,,0.008048046502437345,0.030119886393931938,0.01563690773896364,0.036583120057216735,pairwise
mirrored,weights_option,local_restart,0.007992745078000288,0.09502760046681741,0.017708420182328176,0.10512523838062779,triple
elitist,step_size_adaptation,,0.007634499590666313,0.0291221356702539,0.01167119805405692,0.0312742777887723,pairwise
weights_option,step_size_adaptation,,0.006447880739479116,0.028660874343570536,0.013669737544633676,0.04439310824814378,pairwise
elitist,base_sampler,local_restart,0.006249931491350831,0.07043381264130773,0.011622399621335535,0.06681521150068465,triple
elitist,weights_option,,0.006104337442921763,0.028319046001472583,0.010485426015003855,0.043184231913481586,pairwise
local_restart,step_size_adaptation,,0.004776572309862361,0.01921281939623291,0.00910828722157268,0.024910908995546484,pairwise
base_sampler,weights_option,local_restart,0.004717323489922815,0.0663265559628037,0.009820080323305676,0.10469471964567204,triple
elitist,weights_option,step_size_adaptation,0.003913691969226853,0.05705807886340896,0.007127688447355054,0.06090286048047096,triple
local_restart,,,0.003693286523806455,0.003693286523806455,0.006976805072014634,0.006976805072014634,main
elitist,local_restart,,0.0031337514127294497,0.017571713453559405,0.006250394258765503,0.020868458524040897,pairwise
elitist,local_restart,step_size_adaptation,0.002627167383557908,0.043352913300210086,0.006735550517481817,0.03878795045256375,triple
weights_option,local_restart,,0.0023470803449934076,0.01751039991032719,0.004931429475357616,0.0344307855786344,pairwise
weights_option,local_restart,step_size_adaptation,0.0020875743762952936,0.04156538789852806,0.004510441449012037,0.05193060449883088,triple
elitist,weights_option,local_restart,0.0019453387704656947,0.03943850305346759,0.004460722477426026,0.04677216809725618,triple
