level_0,level_1,level_2,individual importance,total importance,individual std,total std,label
base_sampler,,,0.47950444248617285,0.47950444248617285,0.14394401335829277,0.14394401335829277,main
elitist,base_sampler,,0.08026385520754059,0.6207706414272149,0.059947442466657404,0.14092986663343873,pairwise
elitist,,,0.06100234373350151,0.06100234373350151,0.09079520969151102,0.09079520969151102,main
mirrored,base_sampler,,0.055504124599793064,0.5598832102694802,0.06911494520422974,0.14358937171832806,pairwise
base_sampler,step_size_adaptation,,0.0476905653419208,0.546703378297613,0.04804057885745765,0.14744639401960785,pairwise
elitist,base_sampler,step_size_adaptation,0.02720526625170933,0.7359604300791862,0.030795255280534537,0.14230570469849146,triple
elitist,mirrored,base_sampler,0.024930929840708268,0.7380182817766471,0.027118184136410324,0.10991080585534027,triple
mirrored,,,0.02487464318351422,0.02487464318351422,0.03906789500446298,0.03906789500446298,main
elitist,step_size_adaptation,,0.020785586588821858,0.10129630079184265,0.020919557696067827,0.10082661581394216,pairwise
step_size_adaptation,,,0.019508370469519278,0.019508370469519278,0.020984138595949546,0.020984138595949546,main
weights_option,,,0.016675407487350448,0.016675407487350448,0.024550148682479064,0.024550148682479064,main
base_sampler,weights_option,,0.01511263046167167,0.511292480435195,0.035278778104487575,0.1402240381509116,pairwise
elitist,weights_option,,0.01276877077785903,0.090446521998711,0.016861220737299818,0.11093741527981481,pairwise
mirrored,base_sampler,step_size_adaptation,0.012418966191734106,0.6468528017118378,0.01432314602719712,0.14468234512179892,triple
elitist,mirrored,,0.011937942725416486,0.09781492964243219,0.01301397151976938,0.10139916773895322,pairwise
mirrored,step_size_adaptation,,0.0073516894391834975,0.051734703092217,0.010010535968627384,0.04973755046777649,pairwise
mirrored,base_sampler,weights_option,0.007116507496577863,0.6051087544348153,0.0077617002185479435,0.13923434596948303,triple
elitist,base_sampler,weights_option,0.006603570816869746,0.6719310209709658,0.008570696025997138,0.13758174051818514,triple
mirrored,weights_option,,0.006320998719735185,0.04787104939059985,0.00928918698752515,0.057487135185991585,pairwise
base_sampler,weights_option,step_size_adaptation,0.004263085309764893,0.5864162931699426,0.005784811280301406,0.14191988756824703,triple
elitist,mirrored,weights_option,0.003788806971571078,0.13736891359894796,0.0043535135918347685,0.1272171382479524,triple
elitist,mirrored,step_size_adaptation,0.0036709668063038886,0.14913154294626074,0.003797713039976047,0.11381748565530984,triple
weights_option,step_size_adaptation,,0.0036617916135427194,0.03984556957041244,0.004458209049121719,0.03333281582089678,pairwise
mirrored,weights_option,step_size_adaptation,0.002466775262058479,0.08085967617490382,0.0028479086745521174,0.06893929741236691,triple
mirrored,base_sampler,local_restart,0.0023306109064020046,0.5664894460615976,0.004474151831129741,0.1464616329557705,triple
base_sampler,local_restart,,0.0017733233134067262,0.482520915220204,0.004629271871948947,0.1448272034350062,pairwise
elitist,weights_option,step_size_adaptation,0.0016563900012324878,0.13605866067182734,0.0016715931655486506,0.1206303542815506,triple
mirrored,local_restart,,0.0012591521516843484,0.02737694475582297,0.0024820430547948342,0.040163024029858684,pairwise
local_restart,,,0.001243149420624394,0.001243149420624394,0.0033440181411350084,0.0033440181411350084,main
base_sampler,weights_option,local_restart,0.0009916899778083354,0.5162727933310366,0.0019056195221601139,0.14101921008146806,triple
weights_option,local_restart,,0.0009721501840021378,0.01889070709197698,0.002160441779814992,0.025369478349137258,pairwise
elitist,base_sampler,local_restart,0.0008341469519236235,0.6251038801868812,0.0014669004461477578,0.14091185364444409,triple
mirrored,weights_option,local_restart,0.0008248103170027714,0.05217031146391351,0.0020568738556455183,0.0604006575224842,triple
base_sampler,local_restart,step_size_adaptation,0.0006998918232918605,0.5509571167026174,0.0014187071641150325,0.14795749088222993,triple
elitist,mirrored,local_restart,0.0006642377191026966,0.10146408800755513,0.0011569710217551215,0.10179715187677173,triple
local_restart,step_size_adaptation,,0.0005373738476814877,0.021288893737825162,0.001357006740850457,0.021042541169610973,pairwise
elitist,weights_option,local_restart,0.0005272203175849705,0.09367166099463395,0.0015238600715638247,0.11145136776004534,triple
elitist,local_restart,,0.00048261907371145653,0.06272811222783736,0.0009057903031291854,0.09069911806612357,pairwise
mirrored,local_restart,step_size_adaptation,0.000430187510924825,0.05520456602313205,0.000722579662758855,0.051471934469041886,triple
weights_option,local_restart,step_size_adaptation,0.0004149681395632247,0.04301321116228368,0.001657895891154725,0.03427594756742655,triple
elitist,local_restart,step_size_adaptation,0.0002729985098480959,0.10383244164370808,0.0005653916214141499,0.10079836438306264,triple
