level_0,level_1,level_2,individual importance,total importance,individual std,total std,label
lpsr,,,0.22955479924808678,0.22955479924808678,0.16411862108452238,0.16411862108452238,main
mutation_base,,,0.07657349455446935,0.07657349455446935,0.10212487229348645,0.10212487229348645,main
mutation_reference,,,0.04661366392089212,0.04661366392089212,0.07221617758895005,0.07221617758895005,main
use_archive,,,0.04507287235097908,0.04507287235097908,0.06675904601199287,0.06675904601199287,main
mutation_n_comps,,,0.04495270189643863,0.04495270189643863,0.06144428937499267,0.06144428937499267,main
mutation_base,lpsr,,0.042247498207131536,0.3483757920096877,0.036490793271492114,0.17964705277087054,pairwise
mutation_base,mutation_reference,,0.03120806436542793,0.15439522284078938,0.03606162936452762,0.12024710046597423,pairwise
mutation_reference,use_archive,,0.029604585680521166,0.12129112195239236,0.04107381054910666,0.12746705982338458,pairwise
mutation_n_comps,lpsr,,0.029576717812318493,0.3040842189568439,0.027548892613271345,0.1706547157787107,pairwise
use_archive,lpsr,,0.023865757822170625,0.2984934294212365,0.03576509281418543,0.16987543903266594,pairwise
mutation_reference,lpsr,,0.02294200308721879,0.29911046625619775,0.02446725296307031,0.16422238119050092,pairwise
mutation_base,mutation_reference,lpsr,0.020106850305052125,0.46924637368827876,0.018699467033287263,0.16159910203258426,triple
adaptation_method,,,0.01678576167094838,0.01678576167094838,0.034368791020523745,0.034368791020523745,main
mutation_base,mutation_n_comps,,0.016560230834785212,0.13808642728569315,0.018405942836271106,0.13372503980519201,pairwise
mutation_base,mutation_reference,use_archive,0.015876008605801108,0.2607903756795007,0.019416071730975763,0.16360794170839354,triple
mutation_base,use_archive,,0.01584168620140997,0.13748805310685838,0.020469835972274784,0.11643316023736693,pairwise
crossover,,,0.012879892957171322,0.012879892957171322,0.03235895854154666,0.03235895854154666,main
mutation_reference,use_archive,lpsr,0.012786618350864571,0.41044030046073315,0.012745372017018397,0.17880182029706768,triple
mutation_base,adaptation_method,,0.012649697533267765,0.10600895375868552,0.017607978515482865,0.11533086699057783,pairwise
mutation_n_comps,use_archive,,0.010488629061041936,0.10051420330845964,0.017327885504167466,0.0897479041260357,pairwise
mutation_base,mutation_n_comps,lpsr,0.008860488864946947,0.44832593141817695,0.009264920347115633,0.1932912026461656,triple
adaptation_method,lpsr,,0.008644712348544003,0.2549852732675792,0.014846061098657153,0.16382908927232318,pairwise
mutation_reference,mutation_n_comps,,0.008586416228601805,0.10015278204593255,0.012971294844039635,0.08762397210791212,pairwise
crossover,lpsr,,0.007711992600711399,0.2501466848059695,0.01668181499754606,0.16835723170703806,pairwise
mutation_base,use_archive,lpsr,0.007592582655392262,0.44074869103963965,0.009831177608802479,0.1684625429448547,triple
