level_0,level_1,level_2,individual importance,total importance,individual std,total std,label
elitist,,,0.6525986674455629,0.6525986674455629,0.22503641694732732,0.22503641694732732,main
step_size_adaptation,,,0.04882444300995235,0.04882444300995235,0.09262248841805255,0.09262248841805255,main
mirrored,,,0.0427848827437137,0.0427848827437137,0.05450791551340731,0.05450791551340731,main
elitist,mirrored,,0.03990563448857695,0.7352891846778534,0.0581803758605863,0.19359285758848307,pairwise
elitist,step_size_adaptation,,0.03509894675990572,0.7365220572154209,0.045728774164070576,0.18873219661992732,pairwise
mirrored,step_size_adaptation,,0.025015326108530474,0.11662465186219656,0.03759330301430876,0.13580895871741056,pairwise
elitist,mirrored,step_size_adaptation,0.014552875910395113,0.8587807764666373,0.010926689137055325,0.13101353466946664,triple
base_sampler,,,0.011448771794588126,0.011448771794588126,0.0185109447295191,0.0185109447295191,main
mirrored,base_sampler,,0.009395252388023556,0.06362890692632539,0.014536664089190658,0.07324049943084816,pairwise
elitist,base_sampler,,0.009002264997580911,0.6730497042377318,0.01405607803415033,0.2132813202145289,pairwise
elitist,mirrored,base_sampler,0.007667304851540736,0.772802778709587,0.010555380437887925,0.17735831894442944,triple
mirrored,base_sampler,step_size_adaptation,0.00558238475670753,0.14796289962508016,0.009224780438709933,0.1570120114354389,triple
base_sampler,step_size_adaptation,,0.004911838823564418,0.0651850536281049,0.007967033409744785,0.09951892663631352,pairwise
weights_option,,,0.004849665219208231,0.004849665219208231,0.016130329887297196,0.016130329887297196,main
local_restart,,,0.004782961028841457,0.004782961028841457,0.014739189626251438,0.014739189626251438,main
mirrored,local_restart,,0.004379737708463724,0.05194758148101888,0.008353256360059548,0.06159462712343114,pairwise
base_sampler,weights_option,,0.0037640910982003097,0.020062528111996665,0.014802966009812036,0.04136938684839183,pairwise
elitist,base_sampler,step_size_adaptation,0.0034780517225054364,0.7653629845536597,0.00531615719519299,0.17068118149062847,triple
base_sampler,local_restart,,0.003362722607192101,0.01959445543062168,0.014168340223880914,0.03249212745996912,pairwise
elitist,mirrored,local_restart,0.003245977933623027,0.7508004679398584,0.005377142766252512,0.18799489417480833,triple
elitist,local_restart,,0.003102606591076794,0.6604842350654812,0.005816172271872916,0.22223032227017725,pairwise
mirrored,base_sampler,local_restart,0.002938917305745635,0.07909324557656831,0.0060535791124363405,0.08817879467768822,triple
mirrored,local_restart,step_size_adaptation,0.0028840155212092526,0.13099969783051982,0.005958505137232982,0.14431222214292358,triple
elitist,weights_option,,0.0026135212132567358,0.6600618538780277,0.004953863223511857,0.22056637692534253,pairwise
weights_option,step_size_adaptation,,0.0025937599660027684,0.05626786819516334,0.01272817941759218,0.09411860817783702,pairwise
elitist,mirrored,weights_option,0.0023963441350909904,0.7473319857725407,0.005535295059116208,0.18740958368339516,triple
local_restart,step_size_adaptation,,0.002328331709808863,0.05593573574860267,0.004609390661973993,0.09393068058717885,pairwise
mirrored,weights_option,,0.0021832705271314806,0.049817818490053414,0.0035497267213694408,0.05901434801060697,pairwise
weights_option,local_restart,,0.0021036752500277174,0.011736301498077407,0.006466824305431385,0.03528740277838,pairwise
elitist,base_sampler,weights_option,0.0018583719643577318,0.6861353537327548,0.004003530710976847,0.2053681988466336,triple
mirrored,base_sampler,weights_option,0.0018343876679071513,0.07626032143877257,0.002689021296925852,0.08961999512649664,triple
elitist,local_restart,step_size_adaptation,0.0017900219311085739,0.7485259784762565,0.0026132276673416525,0.1830472617149685,triple
base_sampler,weights_option,step_size_adaptation,0.0017196982724639535,0.07811226818398015,0.005943194316899261,0.11121956743202141,triple
elitist,weights_option,step_size_adaptation,0.001669938836394331,0.7482489424502831,0.005367750833274009,0.17649629279639542,triple
elitist,base_sampler,local_restart,0.0015735268134415641,0.6858715212782839,0.0024823518907810187,0.20691636122902918,triple
base_sampler,weights_option,local_restart,0.0015722979783663452,0.03188418497642429,0.0043498821622885535,0.06299708697798705,triple
mirrored,weights_option,local_restart,0.001554414458226424,0.06263860693561274,0.003065249491464221,0.07383492910827881,triple
base_sampler,local_restart,step_size_adaptation,0.00149660618272686,0.07715567515667415,0.005465530624523823,0.10457649666098325,triple
mirrored,weights_option,step_size_adaptation,0.0013517193951990483,0.12760306696973805,0.0021927391136927744,0.13833965910427343,triple
weights_option,local_restart,step_size_adaptation,0.0009276707841060607,0.06641050696794744,0.0019831739024928287,0.10032452336429894,triple
elitist,weights_option,local_restart,0.000853668666129742,0.6709047654141035,0.0013215080728294756,0.21748058215983038,triple
