level_0,level_1,level_2,individual importance,total importance,individual std,total std,label
elitist,,,0.4865735717353568,0.4865735717353568,0.16532368989402266,0.16532368989402266,main
local_restart,,,0.05194974277549895,0.05194974277549895,0.0687364929899114,0.0687364929899114,main
base_sampler,,,0.030654627883514283,0.030654627883514283,0.04546363274099276,0.04546363274099276,main
weights_option,,,0.026481853404416233,0.026481853404416233,0.03426985838598573,0.03426985838598573,main
mirrored,base_sampler,,0.025104529974981776,0.08002582323507519,0.0253369868145187,0.0612471922264404,pairwise
mirrored,,,0.024266665376579143,0.024266665376579143,0.023299942171654563,0.023299942171654563,main
elitist,base_sampler,,0.01824091163319477,0.5354691112520659,0.023994331771320005,0.15979666811492013,pairwise
elitist,local_restart,,0.01764363378616881,0.5561669482970246,0.029362204841515374,0.150014303738376,pairwise
step_size_adaptation,,,0.015188023011749681,0.015188023011749681,0.05394515914422097,0.05394515914422097,main
mirrored,weights_option,,0.015021525159138889,0.06577004394013425,0.022582478135996033,0.06023743560922214,pairwise
elitist,mirrored,,0.014858745861659115,0.525698982973595,0.020830867168244647,0.16428495945091418,pairwise
elitist,weights_option,,0.013040354475243194,0.5260957796150163,0.01585110611051301,0.1573461024504491,pairwise
elitist,mirrored,base_sampler,0.012985857660539824,0.6126849101258258,0.011432837438393397,0.15475253361406527,triple
base_sampler,local_restart,,0.012589423960090121,0.09519379461910335,0.02421374544112221,0.08828739383482835,pairwise
base_sampler,weights_option,,0.011869397709324919,0.06900587899725544,0.014805275506998915,0.0605630232294173,pairwise
mirrored,local_restart,,0.011843137328701528,0.08805954548077963,0.011769145112139376,0.07315857687845144,pairwise
weights_option,local_restart,,0.010524811177127889,0.08895640735704306,0.011662609604555953,0.08352124338294296,pairwise
mirrored,base_sampler,weights_option,0.010141352222986904,0.14353995173094217,0.009309488709968181,0.09121004841858267,triple
mirrored,base_sampler,local_restart,0.009083996765946066,0.16549212406531186,0.007768796095300344,0.10006128530303612,triple
elitist,step_size_adaptation,,0.008728008723779539,0.510489603470886,0.010243760529745223,0.16334675417870445,pairwise
mirrored,weights_option,local_restart,0.007692628839733434,0.14778036406119605,0.007253302259950421,0.10104287975243487,triple
base_sampler,step_size_adaptation,,0.007655301062441525,0.05349795195770548,0.00836026576810552,0.06884195491318659,pairwise
base_sampler,weights_option,local_restart,0.006931793818745647,0.15100165072871805,0.006299971100110169,0.1079318451873219,triple
elitist,mirrored,local_restart,0.006907239929536639,0.6140427367935011,0.008387350383653121,0.14551632861448277,triple
mirrored,base_sampler,step_size_adaptation,0.006768679850095558,0.11531804298755326,0.007670889628461602,0.08347879943772371,triple
elitist,mirrored,weights_option,0.006444116483371069,0.5866868324957646,0.006123340512491668,0.15653995818286418,triple
elitist,base_sampler,local_restart,0.0063655977984765355,0.6240175095723003,0.01111560141951867,0.13867613021907263,triple
elitist,base_sampler,weights_option,0.006046542681342781,0.5929072595223931,0.005331721961856507,0.14873607869584635,triple
local_restart,step_size_adaptation,,0.005751936539798924,0.07288970232704756,0.010118138282042697,0.08942101009231422,pairwise
mirrored,step_size_adaptation,,0.0056802158281913226,0.04513490421652015,0.0063096997593355365,0.05968877635058039,pairwise
elitist,weights_option,local_restart,0.005639116295470534,0.6118530836492825,0.0054601280217054194,0.13680947754461412,triple
weights_option,step_size_adaptation,,0.0054098112387158835,0.047079687654881804,0.006680423451440802,0.06455989137138023,pairwise
mirrored,weights_option,step_size_adaptation,0.005032381581583236,0.09708047560037442,0.007604520724417123,0.08677515991273406,triple
base_sampler,weights_option,step_size_adaptation,0.00487641581587726,0.10213543012603978,0.005137588289472088,0.08208247973288825,triple
elitist,base_sampler,step_size_adaptation,0.00482946351336688,0.5718699075634036,0.005312891201328348,0.15543542882052316,triple
mirrored,local_restart,step_size_adaptation,0.004322405252425968,0.11900212611294553,0.006770254326480924,0.09563771536600445,triple
base_sampler,local_restart,step_size_adaptation,0.003964312847572006,0.12775336808066548,0.0040619025559131714,0.10474662033564894,triple
weights_option,local_restart,step_size_adaptation,0.00354647263298689,0.11885265078029444,0.0046279788642412485,0.10347773383491939,triple
elitist,mirrored,step_size_adaptation,0.003179960623578085,0.5584751911608937,0.0031635163663362624,0.1598912871154608,triple
elitist,weights_option,step_size_adaptation,0.0029719367424274846,0.5583935593316888,0.0027392805261345016,0.1531523460874106,triple
elitist,local_restart,step_size_adaptation,0.0026983037777480556,0.5885332203501009,0.00381218411777516,0.14341482961710497,triple
