level_0,level_1,level_2,individual importance,total importance,individual std,total std,label
lpsr,,,0.16960556037129407,0.16960556037129407,0.1352647523423921,0.1352647523423921,main
mutation_reference,,,0.06081173592667613,0.06081173592667613,0.07833767003396734,0.07833767003396734,main
crossover,,,0.060690739178774426,0.060690739178774426,0.09322900916486898,0.09322900916486898,main
mutation_reference,lpsr,,0.052040118697725415,0.28245741499569565,0.044383853678348927,0.1561668713823022,pairwise
mutation_base,mutation_reference,,0.05087262465062268,0.15512859429126402,0.06026623620240544,0.13313551018365263,pairwise
mutation_base,mutation_reference,lpsr,0.0444086406409948,0.4549251408499446,0.046186579407495876,0.1620684182992467,triple
mutation_base,,,0.0434442337139652,0.0434442337139652,0.05897180657066792,0.05897180657066792,main
use_archive,,,0.034818634996899404,0.034818634996899404,0.0590185029506403,0.0590185029506403,main
mutation_base,lpsr,,0.033742226848666325,0.2467920209339256,0.03075125984064285,0.13453759468684356,pairwise
mutation_n_comps,,,0.026438799954926942,0.026438799954926942,0.036698536148315086,0.036698536148315086,main
mutation_n_comps,lpsr,,0.022709441804671254,0.21875380213089227,0.024847396696093288,0.14323371878101054,pairwise
use_archive,lpsr,,0.019955971369735835,0.2243801667379293,0.02360830757859393,0.14047582035625877,pairwise
mutation_reference,use_archive,,0.018760359460143858,0.11439073038371941,0.025776292623643476,0.11115659445988245,pairwise
crossover,lpsr,,0.015127139688223186,0.2454234392382917,0.021175347598836495,0.15187012576385847,pairwise
adaptation_method,,,0.01481504537077229,0.01481504537077229,0.021055646909226847,0.021055646909226847,main
mutation_base,mutation_reference,use_archive,0.013815889803970062,0.23039280909606114,0.018275021076555594,0.1653403378589545,triple
mutation_reference,crossover,,0.011285552410872089,0.13278802751632265,0.02125421521434522,0.118862859969436,pairwise
mutation_reference,use_archive,lpsr,0.011241048580121382,0.36723342940259607,0.012233822354983484,0.16995264531060483,triple
mutation_base,crossover,,0.010848404637072923,0.11498337752981255,0.013339816575578064,0.1110258264880592,pairwise
mutation_base,mutation_reference,crossover,0.010148737608755887,0.24810202812673932,0.013985909128625377,0.15735795835662317,triple
mutation_base,mutation_n_comps,,0.009715934539766746,0.07959896820865887,0.012972833072196162,0.07797171944218172,pairwise
mutation_reference,adaptation_method,,0.009485087245724803,0.08511186854317325,0.015385042968413557,0.0857766586670644,pairwise
mutation_reference,mutation_n_comps,,0.009142554173300996,0.0963930900549041,0.010829548332390899,0.0861256463398328,pairwise
adaptation_method,lpsr,,0.008242476183970405,0.19266308192603682,0.009189114028747846,0.13262827540448383,pairwise
mutation_base,adaptation_method,,0.008238206117686577,0.06649748520242404,0.008395100335439765,0.07081038399965882,pairwise
mutation_base,mutation_reference,mutation_n_comps,0.007949259202506536,0.20837514216176525,0.009454165671108312,0.150882455082748,triple
mutation_base,use_archive,,0.007869330543783817,0.08613219925464839,0.008622029621377253,0.08450576214085034,pairwise
mutation_base,mutation_reference,adaptation_method,0.006788054781424615,0.19445498780687231,0.008645042232402202,0.14489221040189723,triple
mutation_reference,crossover,lpsr,0.006381396763097981,0.37594224303666335,0.009087242088884024,0.15823289633369206,triple
crossover,adaptation_method,,0.006153431764565221,0.08165921631411194,0.01182871841079694,0.09902708181342718,pairwise
mutation_base,crossover,lpsr,0.005761094115031763,0.3392193985530279,0.007313065810682227,0.14685811161015944,triple
use_archive,crossover,,0.005456836040840046,0.10096621021651389,0.010486846329907594,0.10803234943860886,pairwise
mutation_n_comps,crossover,,0.005351730540073568,0.09248126967377494,0.006479411322726434,0.10186088060850419,pairwise
mutation_base,mutation_n_comps,lpsr,0.005240898871084152,0.3108970961043747,0.005912392739147046,0.1446205695709201,triple
mutation_n_comps,use_archive,,0.005233996186058173,0.06649143113788453,0.008493539861721676,0.07650108668210025,pairwise
mutation_n_comps,adaptation_method,,0.00465405636279399,0.04590790168849322,0.006126056513290552,0.04849105909758497,pairwise
mutation_reference,mutation_n_comps,lpsr,0.0045562413785739594,0.3453044523071689,0.004667673141601877,0.15244354204002036,triple
mutation_base,use_archive,lpsr,0.004436043923707626,0.31387200176805224,0.004544881864079473,0.13612799653751603,triple
mutation_base,adaptation_method,lpsr,0.0044222288895710785,0.28250997749592593,0.00417330709790985,0.13498390887742323,triple
mutation_reference,use_archive,crossover,0.0040529797203744874,0.19587683773458045,0.006738691016956042,0.14142366535793627,triple
mutation_reference,adaptation_method,lpsr,0.0038400023634460045,0.31884002615960916,0.004874375047255222,0.15376026253933736,triple
mutation_reference,mutation_n_comps,use_archive,0.0036947973771000063,0.15890087807510553,0.0057610267381752985,0.12187693913132439,triple
mutation_reference,crossover,adaptation_method,0.003257116615658255,0.1664987085130432,0.003919322254262022,0.12498999047421151,triple
use_archive,adaptation_method,,0.0032296901230848695,0.05286337049075656,0.003890997469332422,0.06105501824370956,pairwise
mutation_reference,mutation_n_comps,adaptation_method,0.0031363766446024515,0.12848365567879758,0.004765766387184327,0.09797415364560566,triple
mutation_reference,use_archive,adaptation_method,0.0030940238880885836,0.14501457701138995,0.004908909290648273,0.11659778470981504,triple
mutation_n_comps,crossover,lpsr,0.003003396904860163,0.30292680844282355,0.0028669141231262066,0.1577984695500192,triple
mutation_n_comps,use_archive,lpsr,0.002972937956544465,0.28173534264013017,0.004136386976468975,0.14899804758649943,triple
mutation_base,crossover,adaptation_method,0.0029728142635851913,0.1471628750464218,0.0031573938643547354,0.12083878559475116,triple
crossover,adaptation_method,lpsr,0.002897494622476463,0.27753188718007604,0.0037729631239918895,0.1517269761879169,triple
mutation_base,mutation_n_comps,crossover,0.0027876123348133186,0.15927745489939313,0.0036678903981852856,0.12367973133329203,triple
mutation_reference,mutation_n_comps,crossover,0.0027434442744219824,0.17646455645904613,0.0033020329010321416,0.12348491012657944,triple
mutation_base,mutation_n_comps,adaptation_method,0.0026974294790336017,0.11000370553894533,0.0028823516481240674,0.09439299823409202,triple
use_archive,crossover,lpsr,0.002655969407867274,0.30831085105363426,0.003630185676558026,0.1503411503389917,triple
mutation_base,use_archive,crossover,0.002516238154285663,0.16564441726562143,0.003088557781051348,0.12225569027135443,triple
mutation_base,mutation_n_comps,use_archive,0.0024745290586088175,0.1299954589940091,0.002756294545283796,0.10423434312156599,triple
mutation_base,use_archive,adaptation_method,0.002373666510731484,0.11478880737692361,0.0021544543193458723,0.09244768061771859,triple
mutation_n_comps,adaptation_method,lpsr,0.0021252600291874475,0.24859064007761641,0.0028211691861677484,0.14232639075876874,triple
mutation_n_comps,crossover,adaptation_method,0.0018271603218218365,0.11993096349372825,0.0029396860291964963,0.11281093423666223,triple
use_archive,adaptation_method,lpsr,0.001746436404841777,0.25241381482059855,0.0018428456776101746,0.13546269921681367,triple
mutation_n_comps,use_archive,adaptation_method,0.0017139201356843625,0.09090414313022002,0.0034790680638752585,0.08376366666966352,triple
mutation_n_comps,use_archive,crossover,0.0014648749936230525,0.1394556118911956,0.001998896039701912,0.1208214079590941,triple
use_archive,crossover,adaptation_method,0.0013983524272073613,0.1265627299021436,0.0017714637185619305,0.11247826578837851,triple
