level_0,level_1,level_2,individual importance,total importance,individual std,total std,label
base_sampler,,,0.3987091076984218,0.3987091076984218,0.12031936714427549,0.12031936714427549,main
elitist,base_sampler,,0.10776383362055114,0.5420032446108926,0.07058559690391446,0.12940893274408688,pairwise
mirrored,base_sampler,,0.05482700386402202,0.4765876352052459,0.06958303590806977,0.14386859298370042,pairwise
base_sampler,step_size_adaptation,,0.03604562198153764,0.45137102516670213,0.03590086069838095,0.1279300521983823,pairwise
elitist,,,0.03553030329191957,0.03553030329191957,0.03350732661617392,0.03350732661617392,main
weights_option,,,0.0345162126723588,0.0345162126723588,0.0671128017209695,0.0671128017209695,main
elitist,base_sampler,step_size_adaptation,0.029803679854753864,0.6374134484045144,0.03331370845194136,0.13664334750528595,triple
elitist,mirrored,base_sampler,0.029597802802288912,0.6627099617571369,0.031431768480586174,0.13315342320461548,triple
elitist,weights_option,,0.026393783037258808,0.09644029900153721,0.03924951130876037,0.10450897938554984,pairwise
base_sampler,weights_option,,0.025476127286825502,0.4587014476576061,0.028128659687680843,0.12697888084771028,pairwise
mirrored,,,0.023051523642801972,0.023051523642801972,0.03312218117833737,0.03312218117833737,main
elitist,base_sampler,weights_option,0.01707591123415488,0.6454652788414905,0.020390585193610793,0.13920977788385305,triple
step_size_adaptation,,,0.01661629548674268,0.01661629548674268,0.021273092058083126,0.021273092058083126,main
elitist,mirrored,,0.013230386837131432,0.07181221377185297,0.01831478034621757,0.0487596401693052,pairwise
elitist,step_size_adaptation,,0.012944606470587688,0.06509120524924994,0.01733584361991337,0.049455128569423454,pairwise
mirrored,base_sampler,step_size_adaptation,0.012096257715564747,0.5473512941844685,0.013516051033307308,0.1538252512874416,triple
mirrored,base_sampler,weights_option,0.01026761104295814,0.5530696189801685,0.010554658243348728,0.14554613508543826,triple
base_sampler,weights_option,step_size_adaptation,0.009168945842732363,0.5261504400004736,0.011337555689056214,0.13202025490531727,triple
mirrored,weights_option,,0.006222032772780204,0.06378976908794097,0.007631248956662269,0.07337537790765714,pairwise
mirrored,step_size_adaptation,,0.006005483795377555,0.0456733029249222,0.006708833309353711,0.041900094512380526,pairwise
weights_option,step_size_adaptation,,0.005618129031854779,0.056750637190956243,0.008002623018878165,0.07184623356514414,pairwise
elitist,mirrored,step_size_adaptation,0.004240215086771024,0.11161881461133193,0.005104769436998402,0.06089064537235721,triple
base_sampler,local_restart,,0.003953785977051771,0.4058621753411485,0.008950882437121837,0.12035077918636954,pairwise
elitist,mirrored,weights_option,0.003784169108438791,0.14272841136268957,0.004160498253827242,0.10577225336827543,triple
elitist,weights_option,step_size_adaptation,0.003759927316090412,0.13537925730681274,0.0047258938060124565,0.11220787989094534,triple
local_restart,,,0.0031992816656748213,0.0031992816656748213,0.005094827116827434,0.005094827116827434,main
mirrored,base_sampler,local_restart,0.003002540411719175,0.4881811690278589,0.0060503200770362165,0.14508628271138455,triple
mirrored,weights_option,step_size_adaptation,0.002807539047524909,0.09483721644944089,0.0036161674325690457,0.08125640708449142,triple
elitist,base_sampler,local_restart,0.002565585447943931,0.5534400648633272,0.005602192969853736,0.12908280940534558,triple
base_sampler,local_restart,step_size_adaptation,0.001878751212726477,0.4614280161668555,0.005185150408780926,0.12793182491457847,triple
base_sampler,weights_option,local_restart,0.001842106883963471,0.46915430537340264,0.004704669868130957,0.12716100094208957,triple
elitist,local_restart,,0.0017181671617641228,0.04044775211935851,0.003678216504816656,0.0349348628964539,pairwise
weights_option,local_restart,,0.0014576831891063983,0.03917317752714002,0.0018610457082121246,0.06901128163528104,pairwise
mirrored,local_restart,,0.001437925768167304,0.027688731076644088,0.002530369345648809,0.03451053832317174,pairwise
local_restart,step_size_adaptation,,0.0010251721447001848,0.02084074929711769,0.0027240508456902826,0.022659155614660895,pairwise
elitist,weights_option,local_restart,0.000982648795057075,0.10379807981313957,0.0014212496022158018,0.10742098098737539,triple
mirrored,weights_option,local_restart,0.0009750858518018589,0.07085974556269135,0.001525713538082395,0.0759219860552945,triple
elitist,mirrored,local_restart,0.0008731966252944368,0.07904078499275365,0.0014302653341777393,0.05021422375233886,triple
weights_option,local_restart,step_size_adaptation,0.000723253197260815,0.06315602738769847,0.0015976541585776324,0.07410920944477188,triple
mirrored,local_restart,step_size_adaptation,0.0007204595175941421,0.05205614202105866,0.001094443751777633,0.0437212746170275,triple
elitist,local_restart,step_size_adaptation,0.0007018162431817505,0.07173564246457083,0.001491289693280022,0.05076751478060494,triple
