index,target
1_1,2.3886198474462907e-10
1_2,3.040061623794547e-10
1_3,3.2572088825555847e-10
1_4,2.6057671062399e-10
1_5,2.8229143650226525e-10
2_1,1.7371780710003178e-10
2_2,2.6057671062399e-10
2_3,3.040061623794547e-10
2_4,3.040061623794547e-10
2_5,3.2572088825555847e-10
3_1,1.111916770381502
3_2,1.0796245575555408
3_3,1.039397480631266
3_4,0.998024749001614
3_5,0.6547542245455663
4_1,1.159324174753068
4_2,1.039397480631266
4_3,1.2020617292391187
4_4,0.9757600215881888
4_5,1.1503888041335781
5_1,0.0
5_2,0.0
5_3,0.0
5_4,0.0
5_5,0.0
6_1,3.2572088825555847e-10
6_2,3.9086506587735527e-10
6_3,3.040061623794547e-10
6_4,3.040061623794547e-10
6_5,2.8229143650226525e-10
7_1,0.10192697079563866
7_2,0.1766694000354228
7_3,0.08974408910437535
7_4,0.0
7_5,0.1105071909861395
8_1,1.9543253298264994e-10
8_2,3.040061623794547e-10
8_3,3.2572088825555847e-10
8_4,3.6915034000450873e-10
8_5,2.6057671062399e-10
9_1,3.6915034000450873e-10
9_2,3.040061623794547e-10
9_3,3.4743561413057646e-10
9_4,3.040061623794547e-10
9_5,2.8229143650226525e-10
10_1,3.2572088825555847e-10
10_2,3.040061623794547e-10
10_3,3.4743561413057646e-10
10_4,2.6057671062399e-10
10_5,2.6057671062399e-10
11_1,3.6915034000450873e-10
11_2,3.2572088825555847e-10
11_3,3.040061623794547e-10
11_4,2.6057671062399e-10
11_5,3.4743561413057646e-10
12_1,3.9086506587735527e-10
12_2,2.8229143650226525e-10
12_3,3.108538488155622e-06
12_4,3.2572088825555847e-10
12_5,3.9086506587735527e-10
13_1,1.1269941627313594e-08
13_2,4.3429451761979113e-10
13_3,4.3429451761979113e-10
13_4,4.1257979174911604e-10
13_5,4.3429451761979113e-10
14_1,4.1257979174911604e-10
14_2,4.3429451761979113e-10
14_3,3.9086506587735527e-10
14_4,4.3429451761979113e-10
14_5,3.9086506587735527e-10
15_1,0.8731594604878873
15_2,0.9980244724363837
15_3,0.8432171572165916
15_4,0.9011698781685631
15_5,0.9980248588947163
16_1,0.30674178410326414
16_2,0.33750983016174874
16_3,0.20082315255363922
16_4,0.3225818148821533
16_5,0.0847819774032033
17_1,0.14547368172687164
17_2,0.01875875717282764
17_3,0.06491845631827686
17_4,0.05971477419857786
17_5,0.05453742820765799
18_1,0.09504808663508636
18_2,0.10869732899685054
18_3,0.3915091706496712
18_4,0.15834991625294345
18_5,0.09283489576018364
19_1,0.2512737885774571
19_2,0.3639635185045976
19_3,0.17695623266150928
19_4,0.2938403945775168
19_5,0.2640665360365083
20_1,0.3945485375615621
20_2,0.39835842202531857
20_3,0.36964524869667204
20_4,0.34711706948513066
20_5,0.38757649043914544
21_1,0.3512657757425646
21_2,0.5202768482112017
21_3,0.41566462282623995
21_4,0.6490783044611248
21_5,0.3516877476257338
22_1,3.2572088825555847e-10
22_2,0.5121839322426549
22_3,0.09505622201467763
22_4,0.7409271611347726
22_5,0.22836362979990393
23_1,0.4034540190947341
23_2,0.4456010673370111
23_3,0.46086876851783626
23_4,0.40517126674757925
23_5,0.38309692420583724
24_1,1.096047265844416
24_2,1.1407778407552864
24_3,1.2495455898779377
24_4,1.001380251294096
24_5,1.221311177434445
