index,target
1_1,3.9086506587735527e-10
1_2,3.9086506587735527e-10
1_3,3.9086506587735527e-10
1_4,4.1257979174911604e-10
1_5,3.9086506587735527e-10
2_1,3.12048032918244
2_2,3.1527529155774423
2_3,3.3003052583188497
2_4,3.214169662125165
2_5,3.3620041365527347
3_1,1.7138503155949094
3_2,1.749891879396216
3_3,1.7902315344853958
3_4,1.8206577420507555
3_5,1.8206590140809165
4_1,2.2383651635071042
4_2,2.157686274651146
4_3,2.1964737940858545
4_4,2.271971972809844
4_5,2.1329522673047925
5_1,1.5868385492371886
5_2,1.382356914542614
5_3,1.4605495442923728
5_4,1.4156897211702455
5_5,1.5189700378588646
6_1,1.4421524909261432
6_2,1.4474363203349307
6_3,1.749952205487426
6_4,1.474865220356565
6_5,1.2284308469393899
7_1,1.203882973526347
7_2,1.3016877067915908
7_3,1.392808542494117
7_4,1.2760732220684523
7_5,1.3659532992770096
8_1,1.403595875475757
8_2,1.4100408175369967
8_3,1.3880556968716824
8_4,1.380576396959231
8_5,1.4221768850977998
9_1,1.3848928029413636
9_2,1.3851401227856808
9_3,1.3938590018580814
9_4,1.3862523417821144
9_5,1.4051094067798569
10_1,3.4145484774002535
10_2,3.2397888993673183
10_3,3.2498409176819973
10_4,3.313737917864529
10_5,3.3999295995297576
11_1,1.1103430708216415
11_2,1.4415303566082616
11_3,1.169810131708674
11_4,1.673213164661577
11_5,1.1423313577710286
12_1,0.45812293868651094
12_2,0.5477809250800199
12_3,0.298421993182893
12_4,0.09376101712637669
12_5,0.14526189805304437
13_1,0.551245417314446
13_2,0.21571360829612418
13_3,0.1671064610659275
13_4,0.3928371313901122
13_5,0.6979183683820857
14_1,9.172700909075382e-05
14_2,0.00011808516104970714
14_3,0.0001066516693998786
14_4,8.484709863247348e-05
14_5,8.297842999227694e-05
15_1,1.7138499546381758
15_2,1.8954590925557018
15_3,1.779596315719855
15_4,1.7421368643465667
15_5,1.7723580256420488
16_1,0.8592364316684532
16_2,0.8713683628620921
16_3,0.7951708758068139
16_4,0.8063522189333122
16_5,0.8024528483879755
17_1,0.0646098632286327
17_2,0.080255265989615
17_3,0.0814437403614344
17_4,0.1502610086658163
17_5,0.06507411440629199
18_1,0.5043519744678012
18_2,0.46422494860597635
18_3,0.4431665210134303
18_4,0.3483405974312624
18_5,0.2893021048579695
19_1,0.33299347554814257
19_2,0.3162319689583317
19_3,0.32051066076901363
19_4,0.29581165353089545
19_5,0.27300334642294705
20_1,0.5215078116256179
20_2,0.521123813370484
20_3,0.5172061393247301
20_4,0.5283632154093357
20_5,0.5313350211776526
21_1,0.6771958208989153
21_2,0.4775297307319525
21_3,0.9036920463386588
21_4,1.120347739058226
21_5,1.4749570474658378
22_1,1.1927023906083192
22_2,0.47088281952290395
22_3,1.0837038984286447
22_4,1.1927023906083192
22_5,0.9175910573283357
23_1,0.07599191447299587
23_2,0.12017417859331653
23_3,0.14376288849867344
23_4,0.13449321212667756
23_5,0.11867815550890728
24_1,1.8409206724294893
24_2,1.869824837902862
24_3,1.8713302934540725
24_4,1.855805033011558
24_5,1.8481917404594168
